gene	kog_id	kog_evalue	kog_description
TRINITY_DN2054_c0_g2_i1	At3g60860	0.0e+00	At3g60860
TRINITY_DN6350_c0_g1_i2	At2g26780	0.0e+00	At2g26780
TRINITY_DN814_c0_g1_i3	At2g32700	1.3e-156	At2g32700
TRINITY_DN814_c0_g1_i3	At2g32700	5.2e-65	At2g32700
TRINITY_DN9524_c0_g1_i6	At5g40820	4.4e-290	At5g40820
TRINITY_DN9524_c0_g1_i6	At5g40820	1.6e-127	At5g40820
TRINITY_DN9524_c0_g1_i6	At5g40820	4.8e-103	At5g40820
TRINITY_DN47_c0_g1_i3	At3g29732	1.4e-208	At3g29732
TRINITY_DN4472_c0_g1_i6	At3g01540	9.9e-24	At3g01540
TRINITY_DN3434_c0_g1_i7	At5g04290	4.0e-126	At5g04290
TRINITY_DN49_c1_g2_i7	At1g06490	0.0e+00	At1g06490
TRINITY_DN1136_c0_g1_i6	At3g11670	1.0e-294	At3g11670
TRINITY_DN20193_c0_g1_i7	At4g02030	1.3e-220	At4g02030
TRINITY_DN20193_c0_g1_i7	At4g02030	4.3e-120	At4g02030
TRINITY_DN6178_c0_g2_i2	At3g15120	0.0e+00	At3g15120
TRINITY_DN830_c0_g1_i10	At5g39780	1.6e-82	At5g39780
TRINITY_DN830_c0_g1_i10	At5g39780	1.6e-82	At5g39780
TRINITY_DN2251_c0_g2_i5	At3g13330	0.0e+00	At3g13330
TRINITY_DN15855_c0_g4_i5	At5g44800	1.4e-14	At5g44800
TRINITY_DN15855_c0_g4_i5	At5g44800	1.4e-14	At5g44800
TRINITY_DN1154_c1_g2_i2	At1g65440	0.0e+00	At1g65440
TRINITY_DN8169_c0_g1_i2	At3g06290	8.6e-230	At3g06290
TRINITY_DN5166_c0_g1_i2	At5g42950	1.9e-152	At5g42950
TRINITY_DN1067_c0_g1_i2	At1g29350	1.6e-79	At1g29350
TRINITY_DN1067_c0_g1_i2	At1g29350	2.6e-53	At1g29350
TRINITY_DN3312_c0_g1_i1	At5g49430	0.0e+00	At5g49430
TRINITY_DN2249_c0_g2_i6	At3g62010	0.0e+00	At3g62010
TRINITY_DN2249_c0_g2_i6	At3g62010	5.4e-14	At3g62010
TRINITY_DN411_c0_g1_i4	At3g18180	6.0e-82	At3g18180
TRINITY_DN240_c0_g3_i4	At1g74520	4.7e-26	At1g74520
TRINITY_DN240_c0_g3_i4	At1g74520	3.0e-25	At1g74520
TRINITY_DN20801_c0_g2_i1	At4g30990	0.0e+00	At4g30990
TRINITY_DN2811_c0_g1_i1	At2g38440	6.2e-79	At2g38440
TRINITY_DN8929_c0_g1_i8	At2g18760	0.0e+00	At2g18760
TRINITY_DN8929_c0_g1_i8	At2g18760	1.5e-35	At2g18760
TRINITY_DN2279_c0_g1_i1	At1g71220	0.0e+00	At1g71220
TRINITY_DN5074_c0_g1_i11	At1g70010	4.0e-211	At1g70010
TRINITY_DN4563_c0_g1_i3	At5g16680	1.4e-54	At5g16680
TRINITY_DN5778_c0_g2_i10	At1g75820	1.7e-137	At1g75820
TRINITY_DN5778_c0_g2_i10	At1g75820	6.6e-97	At1g75820
TRINITY_DN10898_c0_g2_i2	At5g04140	0.0e+00	At5g04140
TRINITY_DN9138_c0_g2_i4	At3g57660	6.2e-297	At3g57660
TRINITY_DN384_c0_g1_i1	At3g48050	6.4e-169	At3g48050
TRINITY_DN1120_c0_g1_i6	At5g11700	0.0e+00	At5g11700
TRINITY_DN2664_c0_g1_i21	At4g28190	8.4e-36	At4g28190
TRINITY_DN2664_c0_g1_i21	At4g28190	9.1e-22	At4g28190
TRINITY_DN2664_c0_g1_i21	At4g28190	4.5e-21	At4g28190
TRINITY_DN4892_c0_g1_i2	At2g23740	8.2e-132	At2g23740
TRINITY_DN5674_c0_g1_i1	At1g24460	3.8e-60	At1g24460
TRINITY_DN1720_c0_g1_i9	At4g21540	1.1e-32	At4g21540
TRINITY_DN1720_c0_g1_i9	At4g21540	1.6e-26	At4g21540
TRINITY_DN10746_c0_g1_i12	At1g22060	3.1e-131	At1g22060
TRINITY_DN4563_c0_g1_i1	At5g16680	1.1e-51	At5g16680
TRINITY_DN344_c0_g1_i6	At5g45140	8.2e-217	At5g45140
TRINITY_DN344_c0_g1_i6	At5g45140	9.3e-144	At5g45140
TRINITY_DN344_c0_g1_i6	At5g45140	1.9e-08	At5g45140
TRINITY_DN414_c0_g1_i11	At3g15730	0.0e+00	At3g15730
TRINITY_DN1458_c0_g1_i5	At5g41060	6.4e-137	At5g41060
TRINITY_DN14642_c0_g1_i6	At1g67500	0.0e+00	At1g67500
TRINITY_DN4326_c0_g1_i4	At1g17580	2.8e-294	At1g17580
TRINITY_DN4326_c0_g1_i4	At1g17580	6.4e-145	At1g17580
TRINITY_DN6592_c0_g1_i5	At1g78680	4.7e-55	At1g78680
TRINITY_DN6592_c0_g1_i5	At1g78680	2.3e-38	At1g78680
TRINITY_DN6592_c0_g1_i5	At1g78680	2.3e-38	At1g78680
TRINITY_DN6592_c0_g1_i5	At1g78680	1.1e-08	At1g78680
TRINITY_DN8707_c0_g1_i1	At4g38180	2.0e-138	At4g38180
TRINITY_DN40197_c0_g1_i3	At5g20320	0.0e+00	At5g20320
TRINITY_DN12205_c1_g1_i3	At1g37110	0.0e+00	At1g37110
TRINITY_DN1285_c0_g1_i1	At4g01860	4.8e-169	At4g01860
TRINITY_DN1285_c0_g1_i1	At4g01860	7.0e-59	At4g01860
TRINITY_DN1285_c0_g1_i1	At4g01860	3.5e-34	At4g01860
TRINITY_DN7131_c0_g1_i14	At3g03300	2.7e-297	At3g03300
TRINITY_DN7131_c0_g1_i14	At3g03300	1.1e-24	At3g03300
TRINITY_DN21546_c0_g1_i1	At5g42960	2.8e-28	At5g42960
TRINITY_DN840_c0_g1_i5	At1g72770	5.9e-26	At1g72770
TRINITY_DN5986_c0_g1_i6	At5g01980	7.9e-63	At5g01980
TRINITY_DN4288_c0_g1_i3	At4g33520	4.4e-223	At4g33520
TRINITY_DN5515_c0_g1_i15	At5g66960	4.1e-152	At5g66960
TRINITY_DN5515_c0_g1_i15	At5g66960	1.5e-146	At5g66960
TRINITY_DN5515_c0_g1_i15	At5g66960	1.4e-54	At5g66960
TRINITY_DN5515_c0_g1_i15	At5g66960	1.7e-52	At5g66960
TRINITY_DN5515_c0_g1_i15	At5g66960	2.9e-20	At5g66960
TRINITY_DN1074_c0_g1_i1	At3g51120_2	1.5e-101	At3g51120_2
TRINITY_DN7365_c0_g2_i1	At2g34680	0.0e+00	At2g34680
TRINITY_DN9545_c0_g1_i22	At5g24670	2.5e-48	At5g24670
TRINITY_DN9545_c0_g1_i22	At5g24670	7.7e-18	At5g24670
TRINITY_DN15142_c0_g1_i5	At4g21880	4.3e-93	At4g21880
TRINITY_DN1885_c0_g1_i2	At1g65840	2.3e-123	At1g65840
TRINITY_DN5002_c0_g1_i11	At2g02040	5.6e-117	At2g02040
TRINITY_DN5002_c0_g1_i11	At2g02040	1.8e-14	At2g02040
TRINITY_DN5441_c0_g1_i2	At4g14000	1.0e-57	At4g14000
TRINITY_DN2612_c0_g1_i3	At5g41020	5.0e-17	At5g41020
TRINITY_DN2612_c0_g1_i3	At5g41020	5.0e-17	At5g41020
TRINITY_DN1222_c0_g1_i5	At5g05380	3.7e-60	At5g05380
TRINITY_DN1222_c0_g1_i5	At5g05380	1.8e-06	At5g05380
TRINITY_DN848_c0_g2_i5	At2g26650	4.1e-277	At2g26650
TRINITY_DN478_c0_g1_i3	At2g16400	9.8e-98	At2g16400
TRINITY_DN25801_c0_g2_i1	At2g19960	8.8e-06	At2g19960
TRINITY_DN2835_c0_g1_i4	At5g07290	1.7e-126	At5g07290
TRINITY_DN2835_c0_g1_i4	At5g07290	3.0e-46	At5g07290
TRINITY_DN19777_c0_g3_i1	Hs4557761	4.9e-190	Hs4557761
TRINITY_DN18918_c0_g1_i1	Hs16507198	3.1e-19	Hs16507198
TRINITY_DN18918_c0_g1_i1	Hs16507198	1.8e-06	Hs16507198
TRINITY_DN2993_c0_g1_i6	At5g51840	1.9e-32	At5g51840
TRINITY_DN2993_c0_g1_i6	At5g51840	1.5e-18	At5g51840
TRINITY_DN1851_c0_g2_i4	At4g38200	0.0e+00	At4g38200
TRINITY_DN478_c0_g1_i1	At2g16400	9.2e-96	At2g16400
TRINITY_DN8867_c0_g1_i7	At5g42870	3.1e-184	At5g42870
TRINITY_DN237_c0_g1_i3	At4g24680	3.4e-42	At4g24680
TRINITY_DN3325_c0_g1_i1	At5g10370_1	0.0e+00	At5g10370_1
TRINITY_DN5021_c0_g1_i3	At1g27430	3.7e-73	At1g27430
TRINITY_DN2036_c0_g1_i4	At2g19130	8.8e-240	At2g19130
TRINITY_DN7073_c0_g2_i4	At5g23150	2.6e-98	At5g23150
TRINITY_DN7073_c0_g2_i4	At5g23150	1.8e-11	At5g23150
TRINITY_DN15890_c0_g1_i1	At1g04160	0.0e+00	At1g04160
TRINITY_DN825_c0_g1_i2	At3g59770	0.0e+00	At3g59770
TRINITY_DN1840_c0_g1_i10	At3g16270	6.4e-158	At3g16270
TRINITY_DN4142_c0_g1_i8	At1g63440	3.7e-291	At1g63440
TRINITY_DN4142_c0_g1_i8	At1g63440	9.9e-244	At1g63440
TRINITY_DN1018_c0_g1_i1	At2g34660	0.0e+00	At2g34660
TRINITY_DN3773_c0_g1_i3	At2g26570	3.5e-47	At2g26570
TRINITY_DN57_c0_g1_i2	At1g30330	3.4e-300	At1g30330
TRINITY_DN5770_c0_g1_i7	At4g12640	9.7e-90	At4g12640
TRINITY_DN10533_c0_g1_i7	At4g33520	5.4e-64	At4g33520
TRINITY_DN10533_c0_g1_i7	At4g33520	1.2e-50	At4g33520
TRINITY_DN3286_c0_g1_i4	Hs14737020	1.6e-07	Hs14737020
TRINITY_DN4902_c0_g1_i1	At1g34260	1.2e-254	At1g34260
TRINITY_DN1978_c0_g1_i5	At1g58060	0.0e+00	At1g58060
TRINITY_DN3442_c0_g2_i1	At1g04120	0.0e+00	At1g04120
TRINITY_DN3611_c0_g1_i2	At1g09090	1.5e-236	At1g09090
TRINITY_DN57_c0_g1_i3	At1g30330	7.4e-300	At1g30330
TRINITY_DN1648_c0_g1_i10	At1g08600	0.0e+00	At1g08600
TRINITY_DN5303_c0_g1_i4	Hs20551457	2.9e-62	Hs20551457
TRINITY_DN5303_c0_g1_i4	Hs20551457	6.6e-14	Hs20551457
TRINITY_DN3976_c0_g1_i7	At1g78280	2.2e-304	At1g78280
TRINITY_DN1345_c0_g1_i4	At2g31900	4.2e-313	At2g31900
TRINITY_DN1345_c0_g1_i4	At2g31900	6.7e-184	At2g31900
TRINITY_DN1345_c0_g1_i4	At2g31900	1.7e-17	At2g31900
TRINITY_DN1374_c0_g1_i12	At3g51050	5.2e-285	At3g51050
TRINITY_DN3441_c0_g1_i5	At1g31830	1.6e-190	At1g31830
TRINITY_DN10216_c0_g1_i2	At4g10070	1.8e-56	At4g10070
TRINITY_DN2168_c0_g1_i3	At4g23850	1.0e-296	At4g23850
TRINITY_DN15646_c0_g1_i6	At5g44650	2.4e-16	At5g44650
TRINITY_DN15646_c0_g1_i6	At5g44650	9.5e-05	At5g44650
TRINITY_DN2460_c0_g1_i8	At2g30100_1	7.3e-130	At2g30100_1
TRINITY_DN5400_c0_g1_i6	At5g36670	3.7e-134	At5g36670
TRINITY_DN3455_c0_g1_i1	At2g34970	4.9e-203	At2g34970
TRINITY_DN5347_c0_g2_i2	At3g04240	1.0e-232	At3g04240
TRINITY_DN5347_c0_g2_i2	At3g04240	1.4e-64	At3g04240
TRINITY_DN5347_c0_g2_i2	At3g04240	6.5e-30	At3g04240
TRINITY_DN1127_c0_g1_i4	At5g58040	4.3e-50	At5g58040
TRINITY_DN4697_c0_g1_i1	At3g57300	0.0e+00	At3g57300
TRINITY_DN4701_c0_g2_i5	At5g47690	0.0e+00	At5g47690
TRINITY_DN327_c0_g1_i1	At1g77800	4.5e-180	At1g77800
TRINITY_DN1003_c1_g1_i3	At2g16000	4.3e-223	At2g16000
TRINITY_DN7073_c0_g2_i5	At5g23150	1.1e-125	At5g23150
TRINITY_DN8374_c0_g1_i2	At5g35750	7.6e-273	At5g35750
TRINITY_DN3045_c0_g2_i12	At1g74260	0.0e+00	At1g74260
TRINITY_DN7492_c0_g2_i1	At3g62700	0.0e+00	At3g62700
TRINITY_DN237_c0_g1_i4	At4g24680	3.5e-44	At4g24680
TRINITY_DN1341_c0_g2_i8	At3g21630	1.1e-159	At3g21630
TRINITY_DN1341_c0_g2_i8	At3g21630	1.2e-81	At3g21630
TRINITY_DN1341_c0_g2_i8	At3g21630	1.8e-40	At3g21630
TRINITY_DN1341_c0_g2_i8	At3g21630	2.6e-39	At3g21630
TRINITY_DN7733_c0_g1_i11	At5g44750	1.5e-87	At5g44750
TRINITY_DN7733_c0_g1_i11	At5g44750	3.1e-24	At5g44750
TRINITY_DN7733_c0_g1_i11	At5g44750	2.3e-19	At5g44750
TRINITY_DN10153_c0_g2_i1	At3g01610	2.7e-193	At3g01610
TRINITY_DN239_c0_g1_i5	At1g70070	0.0e+00	At1g70070
TRINITY_DN3488_c0_g1_i11	At5g64070	0.0e+00	At5g64070
TRINITY_DN1186_c0_g1_i9	At3g55020	3.8e-200	At3g55020
TRINITY_DN1186_c0_g1_i9	At3g55020	4.5e-31	At3g55020
TRINITY_DN15932_c0_g1_i2	At1g08620	1.0e-208	At1g08620
TRINITY_DN6048_c0_g1_i9	At2g43400	1.6e-108	At2g43400
TRINITY_DN6048_c0_g1_i9	At2g43400	4.8e-94	At2g43400
TRINITY_DN6048_c0_g1_i9	At2g43400	1.5e-26	At2g43400
TRINITY_DN6048_c0_g1_i9	At2g43400	5.3e-08	At2g43400
TRINITY_DN3079_c0_g1_i5	At2g29210	2.5e-50	At2g29210
TRINITY_DN6846_c0_g1_i19	At1g51720	7.1e-178	At1g51720
TRINITY_DN6846_c0_g1_i19	At1g51720	4.6e-60	At1g51720
TRINITY_DN6846_c0_g1_i19	At1g51720	1.3e-17	At1g51720
TRINITY_DN5035_c1_g1_i14	At4g37790	3.0e-43	At4g37790
TRINITY_DN5035_c1_g1_i14	At4g37790	1.5e-23	At4g37790
TRINITY_DN3181_c0_g1_i3	At2g33730	1.5e-268	At2g33730
TRINITY_DN16305_c0_g1_i3	At1g48760	1.7e-171	At1g48760
TRINITY_DN12916_c0_g1_i3	At4g24900	1.1e-37	At4g24900
TRINITY_DN12916_c0_g1_i3	At4g24900	4.9e-22	At4g24900
TRINITY_DN6006_c0_g1_i1	At1g13980	0.0e+00	At1g13980
TRINITY_DN28066_c0_g1_i3	At3g43920	0.0e+00	At3g43920
TRINITY_DN7189_c0_g1_i2	At5g55480	1.8e-205	At5g55480
TRINITY_DN7189_c0_g1_i2	At5g55480	5.7e-204	At5g55480
TRINITY_DN5392_c0_g1_i4	At1g56500_2	5.2e-141	At1g56500_2
TRINITY_DN5392_c0_g1_i4	At1g56500_2	7.9e-97	At1g56500_2
TRINITY_DN1081_c1_g1_i2	At2g37670	2.9e-06	At2g37670
TRINITY_DN16150_c0_g1_i1	At3g22790	7.0e-85	At3g22790
TRINITY_DN8032_c0_g1_i3	At1g05120	1.1e-210	At1g05120
TRINITY_DN8032_c0_g1_i3	At1g05120	3.4e-31	At1g05120
TRINITY_DN1020_c0_g1_i5	At1g22770	0.0e+00	At1g22770
TRINITY_DN15204_c0_g1_i1	At4g23940	0.0e+00	At4g23940
TRINITY_DN11744_c0_g1_i10	At2g17700	3.1e-93	At2g17700
TRINITY_DN15533_c0_g1_i2	At5g49160	0.0e+00	At5g49160
TRINITY_DN8578_c0_g1_i3	At4g39850	0.0e+00	At4g39850
TRINITY_DN8755_c0_g1_i22	At2g25140	4.7e-283	At2g25140
TRINITY_DN24503_c0_g3_i9	At1g60860	2.7e-222	At1g60860
TRINITY_DN2378_c0_g1_i7	At2g34780	5.5e-42	At2g34780
TRINITY_DN3235_c0_g1_i7	At4g13780_1	2.4e-287	At4g13780_1
TRINITY_DN2478_c0_g1_i2	At2g45290	0.0e+00	At2g45290
TRINITY_DN2939_c0_g1_i15	At5g19130	5.5e-159	At5g19130
TRINITY_DN2939_c0_g1_i15	At5g19130	2.2e-14	At5g19130
TRINITY_DN14640_c0_g1_i7	At3g25070	1.4e-08	At3g25070
TRINITY_DN84_c0_g1_i4	At1g79930	0.0e+00	At1g79930
TRINITY_DN1227_c0_g1_i3	At5g55830	7.3e-111	At5g55830
TRINITY_DN407_c0_g2_i1	At2g25970	9.9e-84	At2g25970
TRINITY_DN3721_c0_g1_i1	At4g03550	0.0e+00	At4g03550
TRINITY_DN1829_c0_g1_i4	At5g35440	1.5e-116	At5g35440
TRINITY_DN3467_c0_g1_i10	At4g13350	2.1e-70	At4g13350
TRINITY_DN6006_c0_g2_i1	At1g13980	0.0e+00	At1g13980
TRINITY_DN12745_c0_g1_i4	At1g14850	0.0e+00	At1g14850
TRINITY_DN3783_c2_g1_i11	At1g66730_1	4.7e-150	At1g66730_1
TRINITY_DN5334_c0_g1_i11	At1g48310	5.0e-176	At1g48310
TRINITY_DN2593_c1_g1_i3	At2g39050	1.7e-59	At2g39050
TRINITY_DN13058_c0_g3_i1	At1g67420	5.6e-196	At1g67420
TRINITY_DN15629_c0_g2_i1	At5g60930	1.8e-242	At5g60930
TRINITY_DN271_c0_g1_i1	At3g05380	1.0e-173	At3g05380
TRINITY_DN3849_c0_g1_i1	At4g29380	0.0e+00	At4g29380
TRINITY_DN18242_c0_g2_i1	At5g17330	2.5e-188	At5g17330
TRINITY_DN18242_c0_g2_i1	At5g17330	3.8e-43	At5g17330
TRINITY_DN18242_c0_g2_i1	At5g17330	3.8e-43	At5g17330
TRINITY_DN1309_c0_g1_i10	At3g20810	2.5e-103	At3g20810
TRINITY_DN1309_c0_g1_i10	At3g20810	1.6e-33	At3g20810
TRINITY_DN46_c0_g2_i1	At5g20490	0.0e+00	At5g20490
TRINITY_DN15890_c0_g1_i10	At5g43900	0.0e+00	At5g43900
TRINITY_DN2405_c0_g1_i9	At5g51070	2.2e-237	At5g51070
TRINITY_DN2405_c0_g1_i9	At5g51070	1.6e-54	At5g51070
TRINITY_DN2405_c0_g1_i9	At5g51070	3.8e-35	At5g51070
TRINITY_DN7674_c0_g1_i10	At3g17450	7.2e-244	At3g17450
TRINITY_DN3205_c0_g1_i1	At2g29140	3.8e-104	At2g29140
TRINITY_DN4857_c0_g1_i6	At2g38770	0.0e+00	At2g38770
TRINITY_DN875_c0_g1_i3	At3g24740	3.1e-77	At3g24740
TRINITY_DN2582_c0_g1_i1	At1g23230	0.0e+00	At1g23230
TRINITY_DN2736_c0_g1_i2	At5g02880_2	7.1e-175	At5g02880_2
TRINITY_DN3443_c0_g2_i5	At2g26140	1.3e-282	At2g26140
TRINITY_DN13711_c0_g1_i1	At1g61280	1.4e-34	At1g61280
TRINITY_DN13711_c0_g1_i1	At1g61280	3.9e-16	At1g61280
TRINITY_DN15572_c0_g1_i4	At4g35240	3.7e-99	At4g35240
TRINITY_DN635_c0_g1_i14	At3g09180	2.4e-13	At3g09180
TRINITY_DN6421_c0_g1_i2	At5g03540	9.7e-233	At5g03540
TRINITY_DN11123_c0_g1_i2	At3g59660	2.3e-210	At3g59660
TRINITY_DN11123_c0_g1_i2	At3g59660	2.8e-171	At3g59660
TRINITY_DN9903_c0_g1_i6	At3g22790	1.7e-67	At3g22790
TRINITY_DN6381_c0_g2_i3	At4g34040	3.2e-26	At4g34040
TRINITY_DN8593_c1_g1_i2	At1g50260	3.3e-204	At1g50260
TRINITY_DN1416_c0_g1_i3	At4g26610	3.7e-184	At4g26610
TRINITY_DN2081_c0_g1_i3	At2g03150	1.0e-80	At2g03150
TRINITY_DN2081_c0_g1_i3	At2g03150	9.6e-15	At2g03150
TRINITY_DN2364_c0_g1_i15	At1g70060	1.2e-304	At1g70060
TRINITY_DN3731_c0_g1_i2	Hs14424433	1.8e-202	Hs14424433
TRINITY_DN9503_c0_g1_i8	At2g32950_2	1.6e-190	At2g32950_2
TRINITY_DN11449_c0_g1_i2	At5g60040	0.0e+00	At5g60040
TRINITY_DN2254_c0_g1_i7	At5g23890	1.8e-85	At5g23890
TRINITY_DN2254_c0_g1_i7	At5g23890	2.2e-83	At5g23890
TRINITY_DN5472_c0_g1_i5	At3g21180	0.0e+00	At3g21180
TRINITY_DN5472_c0_g1_i5	At3g21180	5.4e-26	At3g21180
TRINITY_DN5472_c0_g1_i5	At3g21180	3.2e-10	At3g21180
TRINITY_DN14670_c0_g1_i3	At3g48190	0.0e+00	At3g48190
TRINITY_DN14670_c0_g1_i3	At3g48190	2.8e-83	At3g48190
TRINITY_DN4191_c0_g1_i3	At1g79730	4.9e-112	At1g79730
TRINITY_DN4191_c0_g1_i3	At1g79730	4.9e-112	At1g79730
TRINITY_DN690_c0_g1_i2	At4g34710	5.8e-238	At4g34710
TRINITY_DN690_c0_g1_i2	At4g34710	1.3e-218	At4g34710
TRINITY_DN8691_c0_g1_i1	At1g71820	0.0e+00	At1g71820
TRINITY_DN5383_c0_g1_i5	At3g28510	5.5e-87	At3g28510
TRINITY_DN317_c0_g2_i3	At5g47490	1.3e-240	At5g47490
TRINITY_DN4879_c0_g1_i3	At5g60570	4.7e-86	At5g60570
TRINITY_DN4821_c0_g1_i10	At3g02130	1.8e-170	At3g02130
TRINITY_DN3948_c0_g1_i1	At5g64960	2.3e-08	At5g64960
TRINITY_DN7273_c1_g1_i3	At3g43610	3.2e-111	At3g43610
TRINITY_DN7273_c1_g1_i3	At3g43610	1.3e-35	At3g43610
TRINITY_DN6276_c0_g3_i1	At5g47020	0.0e+00	At5g47020
TRINITY_DN11062_c0_g1_i8	At4g02070	4.3e-265	At4g02070
TRINITY_DN11062_c0_g1_i8	At4g02070	3.1e-106	At4g02070
TRINITY_DN7960_c0_g1_i3	At5g51660	0.0e+00	At5g51660
TRINITY_DN9771_c0_g1_i3	At4g35240	4.0e-90	At4g35240
TRINITY_DN9102_c0_g4_i3	At1g17360_1	2.0e-49	At1g17360_1
TRINITY_DN883_c0_g1_i4	At5g12860	1.9e-241	At5g12860
TRINITY_DN17747_c0_g1_i1	At4g33200	0.0e+00	At4g33200
TRINITY_DN15091_c0_g8_i2	At2g30800	3.4e-230	At2g30800
TRINITY_DN3943_c1_g1_i2	At1g03370_2	0.0e+00	At1g03370_2
TRINITY_DN9793_c0_g1_i4	At1g79000	1.0e-282	At1g79000
TRINITY_DN4133_c0_g1_i4	At5g19690	0.0e+00	At5g19690
TRINITY_DN2361_c0_g2_i2	At1g26810	6.5e-165	At1g26810
TRINITY_DN2361_c0_g2_i2	At1g26810	1.4e-42	At1g26810
TRINITY_DN743_c1_g1_i6	At4g28080	2.5e-286	At4g28080
TRINITY_DN33621_c0_g1_i5	At5g26734	3.8e-165	At5g26734
TRINITY_DN33621_c0_g1_i5	At5g26734	1.3e-133	At5g26734
TRINITY_DN1435_c0_g1_i7	At4g33500_1	3.6e-59	At4g33500_1
TRINITY_DN9102_c0_g4_i4	At1g17360_1	5.3e-50	At1g17360_1
TRINITY_DN6342_c0_g1_i11	At1g13770	6.2e-59	At1g13770
TRINITY_DN6342_c0_g1_i11	At1g13770	3.4e-25	At1g13770
TRINITY_DN6240_c0_g1_i3	At3g07565	6.9e-34	At3g07565
TRINITY_DN7740_c0_g1_i5	At3g18110	6.2e-152	At3g18110
TRINITY_DN375_c0_g2_i1	At5g59710	5.4e-164	At5g59710
TRINITY_DN5207_c0_g1_i4	At5g27600	2.4e-297	At5g27600
TRINITY_DN898_c3_g1_i2	At1g48410	4.6e-38	At1g48410
TRINITY_DN898_c3_g1_i2	At1g48410	2.0e-17	At1g48410
TRINITY_DN751_c0_g1_i1	At2g26890	0.0e+00	At2g26890
TRINITY_DN11075_c0_g1_i10	At4g21380	2.4e-204	At4g21380
TRINITY_DN11728_c0_g1_i3	At2g07680	5.3e-228	At2g07680
TRINITY_DN11728_c0_g1_i3	At2g07680	2.6e-113	At2g07680
TRINITY_DN2190_c0_g1_i10	At3g30390	1.0e-162	At3g30390
TRINITY_DN35151_c0_g1_i2	At4g10440	1.4e-265	At4g10440
TRINITY_DN35151_c0_g1_i2	At4g10440	1.4e-265	At4g10440
TRINITY_DN20991_c0_g1_i13	At3g13080	0.0e+00	At3g13080
TRINITY_DN20991_c0_g1_i13	At3g13080	8.6e-45	At3g13080
TRINITY_DN3096_c0_g1_i13	At1g30450_1	0.0e+00	At1g30450_1
TRINITY_DN806_c0_g1_i1	At2g39950	3.6e-27	At2g39950
TRINITY_DN806_c0_g1_i1	At2g39950	3.2e-15	At2g39950
TRINITY_DN1169_c0_g1_i2	At3g52140	0.0e+00	At3g52140
TRINITY_DN1230_c0_g1_i2	At5g62090	2.1e-120	At5g62090
TRINITY_DN1230_c0_g1_i2	At5g62090	2.5e-92	At5g62090
TRINITY_DN6141_c0_g1_i10	At5g02940	3.1e-119	At5g02940
TRINITY_DN17756_c0_g1_i2	At1g33410	3.3e-206	At1g33410
TRINITY_DN17756_c0_g1_i2	At1g33410	7.2e-92	At1g33410
TRINITY_DN14605_c0_g2_i2	At1g42470	0.0e+00	At1g42470
TRINITY_DN14605_c0_g2_i2	At1g42470	5.8e-09	At1g42470
TRINITY_DN3785_c0_g1_i4	At5g26820	5.9e-94	At5g26820
TRINITY_DN3785_c0_g1_i4	At5g26820	7.8e-54	At5g26820
TRINITY_DN7734_c1_g1_i1	At1g50380	0.0e+00	At1g50380
TRINITY_DN1362_c0_g1_i11	At2g46830	3.9e-29	At2g46830
TRINITY_DN1362_c0_g1_i11	At2g46830	1.2e-06	At2g46830
TRINITY_DN5350_c0_g1_i5	At2g41520	2.0e-89	At2g41520
TRINITY_DN7677_c0_g2_i1	At4g38090	8.3e-48	At4g38090
TRINITY_DN7677_c0_g2_i1	At4g38090	5.6e-12	At4g38090
TRINITY_DN14096_c0_g1_i4	At3g60240_1	1.0e-175	At3g60240_1
TRINITY_DN4284_c0_g1_i5	At3g26890	1.9e-92	At3g26890
TRINITY_DN10275_c0_g1_i6	At2g36480	1.2e-94	At2g36480
TRINITY_DN5143_c0_g2_i8	At2g30950	0.0e+00	At2g30950
TRINITY_DN2711_c0_g1_i1	At5g57460	1.6e-192	At5g57460
TRINITY_DN376_c0_g1_i2	At5g17910	1.9e-28	At5g17910
TRINITY_DN9631_c0_g1_i20	At1g06780	5.0e-138	At1g06780
TRINITY_DN9631_c0_g1_i20	At1g06780	7.2e-44	At1g06780
TRINITY_DN776_c0_g1_i3	At2g11520	2.7e-115	At2g11520
TRINITY_DN776_c0_g1_i3	At2g11520	3.5e-115	At2g11520
TRINITY_DN22119_c0_g4_i2	At2g02970	1.4e-34	At2g02970
TRINITY_DN22119_c0_g4_i2	At2g02970	3.0e-34	At2g02970
TRINITY_DN12783_c0_g1_i4	At3g26850	1.1e-28	At3g26850
TRINITY_DN64_c0_g2_i1	At1g44910	5.4e-132	At1g44910
TRINITY_DN64_c0_g2_i1	At1g44910	1.2e-17	At1g44910
TRINITY_DN3946_c0_g2_i12	At4g09020	1.1e-254	At4g09020
TRINITY_DN68_c0_g1_i1	At3g08850	0.0e+00	At3g08850
TRINITY_DN58_c0_g1_i1	At2g13940	4.3e-222	At2g13940
TRINITY_DN200_c0_g5_i1	At3g61250	4.5e-70	At3g61250
TRINITY_DN10235_c0_g1_i1	At3g59140	0.0e+00	At3g59140
TRINITY_DN6650_c0_g1_i3	At1g20920	2.8e-306	At1g20920
TRINITY_DN18078_c0_g1_i4	At3g10380	2.3e-122	At3g10380
TRINITY_DN7791_c0_g1_i1	At5g48120	9.2e-209	At5g48120
TRINITY_DN5257_c0_g1_i6	At5g11030	1.1e-108	At5g11030
