herb_id	gene	COG_id	COG_evalue	COG_description
110	TRINITY_DN9545_c0_g1_i22	gi|171058718|ref|YP_001791067.1|	2.20E-06	gi|171058718|ref|YP_001791067.1| CMP/dCMP deaminase [Leptothrix cholodnii SP-6]
110	TRINITY_DN1885_c0_g1_i2	gi|428769111|ref|YP_007160901.1|	2.60E-31	gi|428769111|ref|YP_007160901.1| Polyamine oxidase [Cyanobacterium aponinum PCC 10605]
110	TRINITY_DN5002_c0_g1_i11	gi|383457402|ref|YP_005371391.1|	5.30E-13	gi|383457402|ref|YP_005371391.1| proton/peptide symporter family protein [Corallococcus coralloides DSM 2259]
110	TRINITY_DN1222_c0_g1_i5	gi|377810002|ref|YP_005005223.1|	1.80E-08	gi|377810002|ref|YP_005005223.1| ATP-dependent Clp protease ATP-binding subunit ClpC [Pediococcus claussenii ATCC BAA-344]
110	TRINITY_DN848_c0_g2_i5	gi|113478270|ref|YP_724331.1|	2.10E-41	gi|113478270|ref|YP_724331.1| cyclic nucleotide-binding protein [Trichodesmium erythraeum IMS101]
110	TRINITY_DN19777_c0_g3_i1	gi|336477855|ref|YP_004616996.1|	1.70E-83	gi|336477855|ref|YP_004616996.1| DNA mismatch repair protein MutS [Methanosalsum zhilinae DSM 4017]
110	TRINITY_DN19777_c0_g3_i1	gi|336477855|ref|YP_004616996.1|	6.00E-81	gi|336477855|ref|YP_004616996.1| DNA mismatch repair protein MutS [Methanosalsum zhilinae DSM 4017]
110	TRINITY_DN1851_c0_g2_i4	gi|470181905|ref|YP_007567780.1|	9.30E-26	"gi|470181905|ref|YP_007567780.1| RalF protein, translocated into host cells by the Dot/Icm system [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
110	TRINITY_DN3325_c0_g1_i1	gi|15598493|ref|NP_251987.1|	1.10E-82	gi|15598493|ref|NP_251987.1| ATP-dependent helicase [Pseudomonas aeruginosa PAO1]
110	TRINITY_DN2036_c0_g1_i4	gi|226225644|ref|YP_002759750.1|	3.40E-20	gi|226225644|ref|YP_002759750.1| putative protein kinase [Gemmatimonas aurantiaca T-27]
110	TRINITY_DN2036_c0_g1_i4	gi|226225644|ref|YP_002759750.1|	3.40E-20	gi|226225644|ref|YP_002759750.1| putative protein kinase [Gemmatimonas aurantiaca T-27]
110	TRINITY_DN4142_c0_g1_i8	gi|146295293|ref|YP_001179064.1|	1.20E-166	gi|146295293|ref|YP_001179064.1| heavy metal translocating P-type ATPase [Caldicellulosiruptor saccharolyticus DSM 8903]
110	TRINITY_DN4142_c0_g1_i8	gi|146295293|ref|YP_001179064.1|	1.90E-151	gi|146295293|ref|YP_001179064.1| heavy metal translocating P-type ATPase [Caldicellulosiruptor saccharolyticus DSM 8903]
110	TRINITY_DN1018_c0_g1_i1	gi|42524005|ref|NP_969385.1|	6.10E-163	gi|42524005|ref|NP_969385.1| multidrug ABC transporter permease/ATPase [Bdellovibrio bacteriovorus HD100]
110	TRINITY_DN10533_c0_g1_i7	gi|166367885|ref|YP_001660158.1|	5.00E-64	gi|166367885|ref|YP_001660158.1| cation-transporting P-type ATPase [Microcystis aeruginosa NIES-843]
110	TRINITY_DN10533_c0_g1_i7	gi|166367885|ref|YP_001660158.1|	2.70E-33	gi|166367885|ref|YP_001660158.1| cation-transporting P-type ATPase [Microcystis aeruginosa NIES-843]
110	TRINITY_DN1978_c0_g1_i5	gi|91775565|ref|YP_545321.1|	9.70E-68	gi|91775565|ref|YP_545321.1| ATP-dependent helicase HrpA [Methylobacillus flagellatus KT]
110	TRINITY_DN3442_c0_g2_i1	gi|42524005|ref|NP_969385.1|	6.00E-134	gi|42524005|ref|NP_969385.1| multidrug ABC transporter permease/ATPase [Bdellovibrio bacteriovorus HD100]
110	TRINITY_DN3611_c0_g1_i2	gi|434403375|ref|YP_007146260.1|	2.00E-76	gi|434403375|ref|YP_007146260.1| putative ferric reductase [Cylindrospermum stagnale PCC 7417]
110	TRINITY_DN1648_c0_g1_i10	gi|148379559|ref|YP_001254100.1|	2.10E-46	gi|148379559|ref|YP_001254100.1| Snf2 family helicase [Clostridium botulinum A str. ATCC 3502]
110	TRINITY_DN3976_c0_g1_i7	gi|124267004|ref|YP_001021008.1|	1.40E-13	gi|124267004|ref|YP_001021008.1| hypothetical protein Mpe_A1814 [Methylibium petroleiphilum PM1]
110	TRINITY_DN3441_c0_g1_i5	gi|357387229|ref|YP_004902067.1|	1.10E-58	gi|357387229|ref|YP_004902067.1| putative amino acid transporter [Kitasatospora setae KM-6054]
110	TRINITY_DN2168_c0_g1_i3	gi|385809651|ref|YP_005846047.1|	6.50E-72	gi|385809651|ref|YP_005846047.1| Long-chain acyl-CoA synthetase [Ignavibacterium album JCM 16511]
110	TRINITY_DN3455_c0_g1_i1	gi|312136357|ref|YP_004003694.1|	2.00E-09	gi|312136357|ref|YP_004003694.1| nucleotidyl transferase [Methanothermus fervidus DSM 2088]
110	TRINITY_DN5347_c0_g2_i2	gi|434406348|ref|YP_007149233.1|	2.30E-106	gi|434406348|ref|YP_007149233.1| TIGR03032 family protein [Cylindrospermum stagnale PCC 7417]
110	TRINITY_DN5347_c0_g2_i2	gi|434406348|ref|YP_007149233.1|	3.20E-31	gi|434406348|ref|YP_007149233.1| TIGR03032 family protein [Cylindrospermum stagnale PCC 7417]
110	TRINITY_DN4697_c0_g1_i1	gi|338175055|ref|YP_004651865.1|	4.50E-49	gi|338175055|ref|YP_004651865.1| hypothetical protein PUV_10610 [Parachlamydia acanthamoebae UV-7]
110	TRINITY_DN4697_c0_g1_i1	gi|338175055|ref|YP_004651865.1|	2.90E-24	gi|338175055|ref|YP_004651865.1| hypothetical protein PUV_10610 [Parachlamydia acanthamoebae UV-7]
110	TRINITY_DN8374_c0_g1_i2	gi|218781754|ref|YP_002433072.1|	1.20E-86	gi|218781754|ref|YP_002433072.1| multi-sensor hybrid histidine kinase [Desulfatibacillum alkenivorans AK-01]
110	TRINITY_DN3045_c0_g2_i12	gi|206889235|ref|YP_002248472.1|	0.00E+00	gi|206889235|ref|YP_002248472.1| phosphoribosylformylglycinamidine synthase [Thermodesulfovibrio yellowstonii DSM 11347]
110	TRINITY_DN7492_c0_g2_i1	gi|42524005|ref|NP_969385.1|	1.90E-148	gi|42524005|ref|NP_969385.1| multidrug ABC transporter permease/ATPase [Bdellovibrio bacteriovorus HD100]
110	TRINITY_DN1341_c0_g2_i8	gi|108760907|ref|YP_630769.1|	3.20E-23	gi|108760907|ref|YP_630769.1| serine/threonine protein kinase Pkn6 [Myxococcus xanthus DK 1622]
110	TRINITY_DN7733_c0_g1_i11	gi|482885825|ref|YP_007882998.1|	1.90E-39	gi|482885825|ref|YP_007882998.1| DNA polymerase IV DinB [Mannheimia haemolytica M42548]
110	TRINITY_DN10153_c0_g2_i1	gi|333910254|ref|YP_004483987.1|	1.00E-138	gi|333910254|ref|YP_004483987.1| ATPase AAA [Methanotorris igneus Kol 5]
110	TRINITY_DN239_c0_g1_i5	gi|440682616|ref|YP_007157411.1|	3.50E-163	gi|440682616|ref|YP_007157411.1| DSH domain protein [Anabaena cylindrica PCC 7122]
110	TRINITY_DN15932_c0_g1_i2	gi|161485761|ref|NP_682786.2|	1.70E-61	gi|161485761|ref|NP_682786.2| tryptophanyl-tRNA synthetase [Thermosynechococcus elongatus BP-1]
110	TRINITY_DN15932_c0_g1_i2	gi|161485761|ref|NP_682786.2|	6.90E-26	gi|161485761|ref|NP_682786.2| tryptophanyl-tRNA synthetase [Thermosynechococcus elongatus BP-1]
110	TRINITY_DN6048_c0_g1_i9	gi|83313536|ref|YP_423800.1|	6.60E-77	gi|83313536|ref|YP_423800.1| dehydrogenase [Magnetospirillum magneticum AMB-1]
110	TRINITY_DN6048_c0_g1_i9	gi|83313536|ref|YP_423800.1|	4.70E-59	gi|83313536|ref|YP_423800.1| dehydrogenase [Magnetospirillum magneticum AMB-1]
110	TRINITY_DN6048_c0_g1_i9	gi|83313536|ref|YP_423800.1|	8.20E-19	gi|83313536|ref|YP_423800.1| dehydrogenase [Magnetospirillum magneticum AMB-1]
110	TRINITY_DN6846_c0_g1_i19	gi|187736530|ref|YP_001878642.1|	2.00E-113	gi|187736530|ref|YP_001878642.1| glutamate dehydrogenase [Akkermansia muciniphila ATCC BAA-835]
110	TRINITY_DN3181_c0_g1_i3	gi|260752364|ref|YP_003225257.1|	8.60E-77	gi|260752364|ref|YP_003225257.1| DEAD/DEAH box helicase [Zymomonas mobilis subsp. mobilis NCIMB 11163]
110	TRINITY_DN6006_c0_g1_i1	gi|470181905|ref|YP_007567780.1|	6.40E-24	"gi|470181905|ref|YP_007567780.1| RalF protein, translocated into host cells by the Dot/Icm system [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
110	TRINITY_DN28066_c0_g1_i3	gi|291278588|ref|YP_003495423.1|	1.60E-14	gi|291278588|ref|YP_003495423.1| ribonuclease III [Deferribacter desulfuricans SSM1]
110	TRINITY_DN7189_c0_g1_i2	gi|434396702|ref|YP_007130706.1|	2.20E-16	gi|434396702|ref|YP_007130706.1| glycerophosphoryl diester phosphodiesterase [Stanieria cyanosphaera PCC 7437]
110	TRINITY_DN7189_c0_g1_i2	gi|434396702|ref|YP_007130706.1|	2.20E-16	gi|434396702|ref|YP_007130706.1| glycerophosphoryl diester phosphodiesterase [Stanieria cyanosphaera PCC 7437]
110	TRINITY_DN5392_c0_g1_i4	gi|325106982|ref|YP_004268050.1|	4.00E-58	gi|325106982|ref|YP_004268050.1| redoxin [Planctomyces brasiliensis DSM 5305]
110	TRINITY_DN5392_c0_g1_i4	gi|325106982|ref|YP_004268050.1|	2.30E-42	gi|325106982|ref|YP_004268050.1| redoxin [Planctomyces brasiliensis DSM 5305]
110	TRINITY_DN8032_c0_g1_i3	gi|478483536|ref|YP_007714186.1|	3.10E-34	gi|478483536|ref|YP_007714186.1| SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase [Candidatus Methanomethylophilus alvus Mx1201]
110	TRINITY_DN15204_c0_g1_i1	gi|289548616|ref|YP_003473604.1|	1.60E-96	gi|289548616|ref|YP_003473604.1| ATP-dependent metalloprotease FtsH [Thermocrinis albus DSM 14484]
110	TRINITY_DN15533_c0_g1_i2	gi|410681569|ref|YP_006933971.1|	3.40E-33	gi|410681569|ref|YP_006933971.1| cytosine specific DNA methyltransferase [Helicobacter pylori 26695]
110	TRINITY_DN8578_c0_g1_i3	gi|307151107|ref|YP_003886491.1|	2.60E-57	gi|307151107|ref|YP_003886491.1| ABC transporter domain-containing protein [Cyanothece sp. PCC 7822]
110	TRINITY_DN8755_c0_g1_i22	gi|428310426|ref|YP_007121403.1|	7.30E-238	gi|428310426|ref|YP_007121403.1| ATP-dependent chaperone ClpB [Microcoleus sp. PCC 7113]
110	TRINITY_DN3235_c0_g1_i7	gi|302339380|ref|YP_003804586.1|	5.10E-191	gi|302339380|ref|YP_003804586.1| methionyl-tRNA synthetase [Spirochaeta smaragdinae DSM 11293]
110	TRINITY_DN2478_c0_g1_i2	gi|428226401|ref|YP_007110498.1|	4.10E-273	gi|428226401|ref|YP_007110498.1| transketolase [Geitlerinema sp. PCC 7407]
110	TRINITY_DN84_c0_g1_i4	gi|473830090|ref|YP_007683373.1|	1.00E-58	gi|473830090|ref|YP_007683373.1| molecular chaperone DnaK [Thalassolituus oleivorans MIL-1]
110	TRINITY_DN1227_c0_g1_i3	gi|430742816|ref|YP_007201945.1|	9.50E-20	gi|430742816|ref|YP_007201945.1| protein kinase family protein [Singulisphaera acidiphila DSM 18658]
110	TRINITY_DN1227_c0_g1_i3	gi|430742816|ref|YP_007201945.1|	9.50E-20	gi|430742816|ref|YP_007201945.1| protein kinase family protein [Singulisphaera acidiphila DSM 18658]
110	TRINITY_DN6006_c0_g2_i1	gi|470181905|ref|YP_007567780.1|	9.70E-25	"gi|470181905|ref|YP_007567780.1| RalF protein, translocated into host cells by the Dot/Icm system [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
110	TRINITY_DN3783_c2_g1_i11	gi|332796299|ref|YP_004457799.1|	2.30E-42	gi|332796299|ref|YP_004457799.1| ATP-dependent DNA ligase I [Acidianus hospitalis W1]
110	TRINITY_DN3783_c2_g1_i11	gi|332796299|ref|YP_004457799.1|	9.70E-33	gi|332796299|ref|YP_004457799.1| ATP-dependent DNA ligase I [Acidianus hospitalis W1]
110	TRINITY_DN5334_c0_g1_i11	gi|407462264|ref|YP_006773581.1|	8.80E-34	gi|407462264|ref|YP_006773581.1| SNF2-like protein [Candidatus Nitrosopumilus koreensis AR1]
110	TRINITY_DN13058_c0_g3_i1	gi|258653002|ref|YP_003202158.1|	4.20E-20	gi|258653002|ref|YP_003202158.1| peptidase M28 [Nakamurella multipartita DSM 44233]
110	TRINITY_DN15629_c0_g2_i1	gi|357389267|ref|YP_004904106.1|	3.40E-09	gi|357389267|ref|YP_004904106.1| putative macrolide glycosyltransferase [Kitasatospora setae KM-6054]
110	TRINITY_DN271_c0_g1_i1	gi|392391663|ref|YP_006428266.1|	8.20E-24	gi|392391663|ref|YP_006428266.1| isopentenyl-diphosphate delta-isomerase [Ornithobacterium rhinotracheale DSM 15997]
110	TRINITY_DN18242_c0_g2_i1	gi|431930783|ref|YP_007243829.1|	6.30E-117	gi|431930783|ref|YP_007243829.1| glutamate decarboxylase [Thioflavicoccus mobilis 8321]
110	TRINITY_DN18242_c0_g2_i1	gi|431930783|ref|YP_007243829.1|	2.60E-17	gi|431930783|ref|YP_007243829.1| glutamate decarboxylase [Thioflavicoccus mobilis 8321]
110	TRINITY_DN18242_c0_g2_i1	gi|431930783|ref|YP_007243829.1|	2.60E-17	gi|431930783|ref|YP_007243829.1| glutamate decarboxylase [Thioflavicoccus mobilis 8321]
110	TRINITY_DN1309_c0_g1_i10	gi|428313639|ref|YP_007124616.1|	1.40E-15	gi|428313639|ref|YP_007124616.1| cupin [Microcoleus sp. PCC 7113]
110	TRINITY_DN1309_c0_g1_i10	gi|428313639|ref|YP_007124616.1|	3.70E-08	gi|428313639|ref|YP_007124616.1| cupin [Microcoleus sp. PCC 7113]
110	TRINITY_DN2405_c0_g1_i9	gi|428201616|ref|YP_007080205.1|	6.30E-133	gi|428201616|ref|YP_007080205.1| chaperone ATPase [Pleurocapsa sp. PCC 7327]
110	TRINITY_DN2405_c0_g1_i9	gi|428201616|ref|YP_007080205.1|	3.20E-36	gi|428201616|ref|YP_007080205.1| chaperone ATPase [Pleurocapsa sp. PCC 7327]
110	TRINITY_DN2405_c0_g1_i9	gi|428201616|ref|YP_007080205.1|	1.90E-28	gi|428201616|ref|YP_007080205.1| chaperone ATPase [Pleurocapsa sp. PCC 7327]
110	TRINITY_DN4857_c0_g1_i6	gi|110637960|ref|YP_678167.1|	1.80E-15	gi|110637960|ref|YP_678167.1| DNA helicase [Cytophaga hutchinsonii ATCC 33406]
110	TRINITY_DN3443_c0_g2_i5	gi|154252573|ref|YP_001413397.1|	1.50E-147	gi|154252573|ref|YP_001413397.1| ATP-dependent metalloprotease FtsH [Parvibaculum lavamentivorans DS-1]
110	TRINITY_DN1416_c0_g1_i3	gi|32472094|ref|NP_865088.1|	1.20E-14	gi|32472094|ref|NP_865088.1| serine/threonine protein kinase [Rhodopirellula baltica SH 1]
110	TRINITY_DN3731_c0_g1_i2	gi|220931822|ref|YP_002508730.1|	2.10E-08	gi|220931822|ref|YP_002508730.1| calcium-translocating P-type ATPase [Halothermothrix orenii H 168]
110	TRINITY_DN11449_c0_g1_i2	gi|408402779|ref|YP_006860762.1|	7.90E-229	gi|408402779|ref|YP_006860762.1| DNA-directed RNA polymerase subunit A [Candidatus Nitrososphaera gargensis Ga9.2]
110	TRINITY_DN5472_c0_g1_i5	gi|432331640|ref|YP_007249783.1|	3.60E-125	gi|432331640|ref|YP_007249783.1| plasma-membrane calcium-translocating P-type ATPase [Methanoregula formicica SMSP]
110	TRINITY_DN690_c0_g1_i2	gi|479130632|ref|YP_005070592.1|	1.50E-118	gi|479130632|ref|YP_005070592.1| arginine decarboxylase [Arthrospira platensis NIES-39]
110	TRINITY_DN690_c0_g1_i2	gi|479130632|ref|YP_005070592.1|	6.90E-108	gi|479130632|ref|YP_005070592.1| arginine decarboxylase [Arthrospira platensis NIES-39]
110	TRINITY_DN5383_c0_g1_i5	gi|94969268|ref|YP_591316.1|	2.30E-26	gi|94969268|ref|YP_591316.1| ATPase AAA [Candidatus Koribacter versatilis Ellin345]
110	TRINITY_DN4821_c0_g1_i10	gi|283781652|ref|YP_003372407.1|	2.00E-22	gi|283781652|ref|YP_003372407.1| serine/threonine protein kinase [Pirellula staleyi DSM 6068]
110	TRINITY_DN11062_c0_g1_i8	gi|37520602|ref|NP_923979.1|	2.60E-51	gi|37520602|ref|NP_923979.1| DNA mismatch repair protein MutS [Gloeobacter violaceus PCC 7421]
110	TRINITY_DN883_c0_g1_i4	gi|16077824|ref|NP_388638.1|	1.10E-121	gi|16077824|ref|NP_388638.1| malate transporter YflS [Bacillus subtilis subsp. subtilis str. 168]
110	TRINITY_DN15091_c0_g8_i2	gi|521459603|ref|YP_008153931.1|	1.40E-36	gi|521459603|ref|YP_008153931.1| ATP-dependent helicase [Sorangium cellulosum So0157-2]
110	TRINITY_DN15091_c0_g8_i2	gi|521459603|ref|YP_008153931.1|	2.50E-33	gi|521459603|ref|YP_008153931.1| ATP-dependent helicase [Sorangium cellulosum So0157-2]
110	TRINITY_DN3943_c1_g1_i2	gi|320101988|ref|YP_004177579.1|	1.20E-06	gi|320101988|ref|YP_004177579.1| FHA domain-containing serine/threonine protein kinase [Isosphaera pallida ATCC 43644]
110	TRINITY_DN4133_c0_g1_i4	gi|557694095|ref|YP_008797149.1|	1.50E-30	gi|557694095|ref|YP_008797149.1| conserved hypothetical protein [Candidatus Caldiarchaeum subterraneum]
110	TRINITY_DN4133_c0_g1_i4	gi|557694095|ref|YP_008797149.1|	2.00E-22	gi|557694095|ref|YP_008797149.1| conserved hypothetical protein [Candidatus Caldiarchaeum subterraneum]
110	TRINITY_DN5207_c0_g1_i4	gi|427722956|ref|YP_007070233.1|	5.30E-153	gi|427722956|ref|YP_007070233.1| geranylgeranyl reductase [Leptolyngbya sp. PCC 7376]
110	TRINITY_DN11075_c0_g1_i10	gi|189502744|ref|YP_001958461.1|	1.10E-22	gi|189502744|ref|YP_001958461.1| hypothetical protein Aasi_1443 [Candidatus Amoebophilus asiaticus 5a2]
110	TRINITY_DN11075_c0_g1_i10	gi|189502744|ref|YP_001958461.1|	8.40E-18	gi|189502744|ref|YP_001958461.1| hypothetical protein Aasi_1443 [Candidatus Amoebophilus asiaticus 5a2]
110	TRINITY_DN11728_c0_g1_i3	gi|42524005|ref|NP_969385.1|	5.80E-59	gi|42524005|ref|NP_969385.1| multidrug ABC transporter permease/ATPase [Bdellovibrio bacteriovorus HD100]
110	TRINITY_DN11728_c0_g1_i3	gi|42524005|ref|NP_969385.1|	2.20E-42	gi|42524005|ref|NP_969385.1| multidrug ABC transporter permease/ATPase [Bdellovibrio bacteriovorus HD100]
110	TRINITY_DN20991_c0_g1_i13	gi|42524005|ref|NP_969385.1|	1.80E-113	gi|42524005|ref|NP_969385.1| multidrug ABC transporter permease/ATPase [Bdellovibrio bacteriovorus HD100]
110	TRINITY_DN20991_c0_g1_i13	gi|42524005|ref|NP_969385.1|	2.80E-13	gi|42524005|ref|NP_969385.1| multidrug ABC transporter permease/ATPase [Bdellovibrio bacteriovorus HD100]
110	TRINITY_DN3096_c0_g1_i13	gi|116751038|ref|YP_847725.1|	2.50E-46	gi|116751038|ref|YP_847725.1| amino acid permease [Syntrophobacter fumaroxidans MPOB]
110	TRINITY_DN3096_c0_g1_i13	gi|116751038|ref|YP_847725.1|	8.70E-31	gi|116751038|ref|YP_847725.1| amino acid permease [Syntrophobacter fumaroxidans MPOB]
110	TRINITY_DN6141_c0_g1_i10	gi|428227041|ref|YP_007111138.1|	8.40E-18	gi|428227041|ref|YP_007111138.1| TrkA-N domain-containing protein [Geitlerinema sp. PCC 7407]
110	TRINITY_DN7734_c1_g1_i1	gi|17231403|ref|NP_487951.1|	2.40E-174	gi|17231403|ref|NP_487951.1| protease II [Nostoc sp. PCC 7120]
110	TRINITY_DN7677_c0_g2_i1	gi|313679945|ref|YP_004057684.1|	3.10E-36	gi|313679945|ref|YP_004057684.1| hypothetical protein [Oceanithermus profundus DSM 14977]
110	TRINITY_DN5143_c0_g2_i8	gi|428206498|ref|YP_007090851.1|	9.60E-224	gi|428206498|ref|YP_007090851.1| membrane protease FtsH catalytic subunit [Chroococcidiopsis thermalis PCC 7203]
110	TRINITY_DN776_c0_g1_i3	gi|116622793|ref|YP_824949.1|	1.30E-18	gi|116622793|ref|YP_824949.1| serine/threonine protein kinase [Candidatus Solibacter usitatus Ellin6076]
110	TRINITY_DN776_c0_g1_i3	gi|116622793|ref|YP_824949.1|	1.30E-18	gi|116622793|ref|YP_824949.1| serine/threonine protein kinase [Candidatus Solibacter usitatus Ellin6076]
110	TRINITY_DN3946_c0_g2_i12	gi|16330244|ref|NP_440972.1|	6.40E-111	gi|16330244|ref|NP_440972.1| glycogen operon protein GlgX [Synechocystis sp. PCC 6803]
110	TRINITY_DN10235_c0_g1_i1	gi|42524005|ref|NP_969385.1|	8.50E-140	gi|42524005|ref|NP_969385.1| multidrug ABC transporter permease/ATPase [Bdellovibrio bacteriovorus HD100]
110	TRINITY_DN6650_c0_g1_i3	gi|339326719|ref|YP_004686412.1|	8.10E-66	gi|339326719|ref|YP_004686412.1| ATP-dependent RNA helicase RhlE [Cupriavidus necator N-1]
110	TRINITY_DN7791_c0_g1_i1	gi|108759375|ref|YP_633320.1|	7.10E-70	gi|108759375|ref|YP_633320.1| ABC transporter permease [Myxococcus xanthus DK 1622]
110	TRINITY_DN5257_c0_g1_i6	gi|408674493|ref|YP_006874241.1|	9.70E-35	gi|408674493|ref|YP_006874241.1| Formamidopyrimidine-DNA glycosylase catalytic domain protein [Emticicia oligotrophica DSM 17448]
110	TRINITY_DN1532_c0_g1_i2	gi|167629303|ref|YP_001679802.1|	1.80E-65	gi|167629303|ref|YP_001679802.1| hexokinase [Heliobacterium modesticaldum Ice1]
110	TRINITY_DN1532_c0_g1_i2	gi|167629303|ref|YP_001679802.1|	6.90E-33	gi|167629303|ref|YP_001679802.1| hexokinase [Heliobacterium modesticaldum Ice1]
110	TRINITY_DN1544_c0_g1_i5	gi|220917449|ref|YP_002492753.1|	1.40E-25	gi|220917449|ref|YP_002492753.1| 3'-5' exonuclease [Anaeromyxobacter dehalogenans 2CP-1]
110	TRINITY_DN2431_c0_g1_i3	gi|42524005|ref|NP_969385.1|	3.70E-143	gi|42524005|ref|NP_969385.1| multidrug ABC transporter permease/ATPase [Bdellovibrio bacteriovorus HD100]
110	TRINITY_DN1888_c0_g1_i3	gi|209364023|ref|YP_001424629.2|	3.20E-06	gi|209364023|ref|YP_001424629.2| glycine-rich RNA-binding protein [Coxiella burnetii Dugway 5J108-111]
110	TRINITY_DN16549_c0_g1_i2	gi|325959049|ref|YP_004290515.1|	1.00E-89	gi|325959049|ref|YP_004290515.1| sugar transporter [Methanobacterium sp. AL-21]
110	TRINITY_DN5632_c0_g2_i10	gi|15605339|ref|NP_220125.1|	1.40E-41	gi|15605339|ref|NP_220125.1| DNA Helicase [Chlamydia trachomatis D/UW-3/CX]
110	TRINITY_DN2560_c0_g1_i1	gi|320353713|ref|YP_004195052.1|	1.30E-119	gi|320353713|ref|YP_004195052.1| ATP-dependent helicase HrpA [Desulfobulbus propionicus DSM 2032]
110	TRINITY_DN35791_c0_g1_i9	gi|269926106|ref|YP_003322729.1|	4.30E-19	gi|269926106|ref|YP_003322729.1| serine/threonine protein kinase with PASTA sensor(s) [Thermobaculum terrenum ATCC BAA-798]
110	TRINITY_DN2281_c0_g1_i1	gi|284040233|ref|YP_003390163.1|	1.40E-30	gi|284040233|ref|YP_003390163.1| peptidase M16 domain-containing protein [Spirosoma linguale DSM 74]
110	TRINITY_DN14607_c0_g1_i3	gi|430742568|ref|YP_007201697.1|	1.70E-23	gi|430742568|ref|YP_007201697.1| serine/threonine protein kinase [Singulisphaera acidiphila DSM 18658]
110	TRINITY_DN945_c0_g1_i6	gi|389863941|ref|YP_006366181.1|	1.90E-75	gi|389863941|ref|YP_006366181.1| NAD-dependent epimerase/dehydratase [Modestobacter marinus]
110	TRINITY_DN6084_c0_g3_i1	gi|389879309|ref|YP_006372874.1|	4.80E-180	gi|389879309|ref|YP_006372874.1| GTP-binding protein TypA/BipA [Tistrella mobilis KA081020-065]
110	TRINITY_DN2325_c0_g1_i8	gi|158339068|ref|YP_001520245.1|	1.20E-26	gi|158339068|ref|YP_001520245.1| formamidase [Acaryochloris marina MBIC11017]
110	TRINITY_DN2325_c0_g1_i8	gi|158339068|ref|YP_001520245.1|	5.10E-20	gi|158339068|ref|YP_001520245.1| formamidase [Acaryochloris marina MBIC11017]
110	TRINITY_DN2325_c0_g1_i8	gi|158339068|ref|YP_001520245.1|	1.30E-07	gi|158339068|ref|YP_001520245.1| formamidase [Acaryochloris marina MBIC11017]
110	TRINITY_DN2325_c0_g1_i8	gi|158339068|ref|YP_001520245.1|	6.00E-05	gi|158339068|ref|YP_001520245.1| formamidase [Acaryochloris marina MBIC11017]
110	TRINITY_DN972_c0_g1_i7	gi|440685137|ref|YP_007159931.1|	3.00E-145	gi|440685137|ref|YP_007159931.1| glycerol kinase [Anabaena cylindrica PCC 7122]
110	TRINITY_DN1822_c0_g1_i4	gi|390954031|ref|YP_006417789.1|	4.40E-32	gi|390954031|ref|YP_006417789.1| natural resistance-associated macrophage protein metal ion transporter NRAMP [Aequorivita sublithincola DSM 14238]
110	TRINITY_DN20290_c0_g1_i8	gi|13541391|ref|NP_111079.1|	4.60E-13	gi|13541391|ref|NP_111079.1| flap endonuclease-1 [Thermoplasma volcanium GSS1]
110	TRINITY_DN245_c0_g2_i1	gi|158336013|ref|YP_001517187.1|	2.00E-29	gi|158336013|ref|YP_001517187.1| ABC transporter ATP-binding protein [Acaryochloris marina MBIC11017]
