gene	pfam_id	pfam_evalue	pfam_description
TRINITY_DN11819_c0_g1_i2	M0T2V5_MUSAM/1-692	3.6e-243	M0T2V5_MUSAM/1-692 M0T2V5.1 PF04147.11;Nop14;
TRINITY_DN11819_c0_g1_i2	M0T2V5_MUSAM/1-692	3.6e-243	M0T2V5_MUSAM/1-692 M0T2V5.1 PF04147.11;Nop14;
TRINITY_DN243_c0_g1_i5	A0A0A0LLX4_CUCSA/96-273	9.8e-15	A0A0A0LLX4_CUCSA/96-273 A0A0A0LLX4.1 PF00574.22;CLP_protease;
TRINITY_DN2111_c0_g1_i2	M0TNC2_MUSAM/129-355	3.3e-95	M0TNC2_MUSAM/129-355 M0TNC2.1 PF04499.14;SAPS;
TRINITY_DN5610_c0_g1_i8	M0RSJ4_MUSAM/1215-1432	1.2e-97	M0RSJ4_MUSAM/1215-1432 M0RSJ4.1 PF14633.5;SH2_2;
TRINITY_DN4377_c0_g1_i16	M0RZU6_MUSAM/21-185	2.6e-07	M0RZU6_MUSAM/21-185 M0RZU6.1 PF03398.13;Ist1;
TRINITY_DN129_c0_g1_i6	M0S2N9_MUSAM/163-271	9.4e-26	M0S2N9_MUSAM/163-271 M0S2N9.1 PF02338.18;OTU;
TRINITY_DN129_c0_g1_i6	M0S2N9_MUSAM/163-271	2.7e-04	M0S2N9_MUSAM/163-271 M0S2N9.1 PF02338.18;OTU;
TRINITY_DN2402_c0_g1_i4	M0S6N1_MUSAM/371-833	4.3e-228	M0S6N1_MUSAM/371-833 M0S6N1.1 PF01593.23;Amino_oxidase;
TRINITY_DN743_c0_g1_i2	M0S9H4_MUSAM/854-998	3.0e-64	M0S9H4_MUSAM/854-998 M0S9H4.1 PF12807.6;eIF3_p135;
TRINITY_DN472_c0_g1_i2	M0TYI3_MUSAM/276-344	3.2e-26	M0TYI3_MUSAM/276-344 M0TYI3.1 PF00013.28;KH_1;
TRINITY_DN323_c0_g1_i3	M0SJD9_MUSAM/95-535	7.8e-158	M0SJD9_MUSAM/95-535 M0SJD9.1 PF00067.21;p450;
TRINITY_DN6049_c0_g1_i13	M0RS65_MUSAM/204-440	2.9e-112	M0RS65_MUSAM/204-440 M0RS65.1 PF02138.17;Beach;
TRINITY_DN3823_c0_g1_i2	M0SS07_MUSAM/456-786	4.9e-176	M0SS07_MUSAM/456-786 M0SS07.1 PF00773.18;RNB;
TRINITY_DN1286_c0_g1_i5	A0A0D2QTV0_GOSRA/59-191	5.1e-48	A0A0D2QTV0_GOSRA/59-191 A0A0D2QTV0.1 PF10274.8;ParcG;
TRINITY_DN1280_c1_g2_i4	M0TY20_MUSAM/1103-1177	8.1e-30	M0TY20_MUSAM/1103-1177 M0TY20.1 PF15613.5;WSD;
TRINITY_DN14212_c0_g1_i6	G7L8V0_MEDTR/147-317	4.7e-30	G7L8V0_MEDTR/147-317 G7L8V0.1 PF05633.10;BPS1;
TRINITY_DN6333_c0_g1_i4	M0RGW8_MUSAM/1182-1314	9.8e-44	M0RGW8_MUSAM/1182-1314 M0RGW8.1 PF13329.5;ATG2_CAD;
TRINITY_DN8163_c0_g1_i1	W5A2R8_WHEAT/79-357	1.5e-100	W5A2R8_WHEAT/79-357 W5A2R8.1 PF00069.24;Pkinase;
TRINITY_DN8163_c0_g1_i1	W5A2R8_WHEAT/79-357	2.5e-39	W5A2R8_WHEAT/79-357 W5A2R8.1 PF00069.24;Pkinase;
TRINITY_DN7169_c0_g1_i1	K3YP74_SETIT/756-1200	1.5e-153	K3YP74_SETIT/756-1200 K3YP74.1 PF04998.16;RNA_pol_Rpb1_5;
TRINITY_DN4992_c0_g1_i12	M0SAL7_MUSAM/240-564	3.4e-52	M0SAL7_MUSAM/240-564 M0SAL7.1 PF04782.11;DUF632;
TRINITY_DN4992_c0_g1_i12	M0SAL7_MUSAM/240-564	3.4e-52	M0SAL7_MUSAM/240-564 M0SAL7.1 PF04782.11;DUF632;
TRINITY_DN4992_c0_g1_i12	M0SAL7_MUSAM/240-564	2.1e-06	M0SAL7_MUSAM/240-564 M0SAL7.1 PF04782.11;DUF632;
TRINITY_DN4992_c0_g1_i12	M0SAL7_MUSAM/240-564	2.8e-06	M0SAL7_MUSAM/240-564 M0SAL7.1 PF04782.11;DUF632;
TRINITY_DN8344_c0_g1_i3	W9SNG8_9ROSA/1080-1189	4.7e-38	W9SNG8_9ROSA/1080-1189 W9SNG8.1 PF00583.24;Acetyltransf_1;
TRINITY_DN296_c0_g1_i8	M0S251_MUSAM/710-1025	3.1e-175	M0S251_MUSAM/710-1025 M0S251.1 PF00069.24;Pkinase;
TRINITY_DN7023_c0_g1_i12	I1R5L4_ORYGL/53-296	1.8e-85	I1R5L4_ORYGL/53-296 I1R5L4.1 PF07727.13;RVT_2;
TRINITY_DN1106_c0_g1_i5	M0RI27_MUSAM/19-363	4.2e-180	M0RI27_MUSAM/19-363 M0RI27.1 PF04928.16;PAP_central;
TRINITY_DN1022_c0_g1_i12	W5F2J7_WHEAT/347-1137	0.0e+00	W5F2J7_WHEAT/347-1137 W5F2J7.1 PF02364.14;Glucan_synthase;
TRINITY_DN9328_c0_g1_i1	M1AKA5_SOLTU/231-583	3.7e-168	M1AKA5_SOLTU/231-583 M1AKA5.1 PF13086.5;AAA_11;
TRINITY_DN4904_c1_g1_i9	A0A078CAF1_BRANA/128-504	8.9e-146	A0A078CAF1_BRANA/128-504 A0A078CAF1.1 PF00443.28;UCH;
TRINITY_DN4904_c1_g1_i9	A0A078CAF1_BRANA/128-504	7.7e-33	A0A078CAF1_BRANA/128-504 A0A078CAF1.1 PF00443.28;UCH;
TRINITY_DN13045_c0_g1_i1	M0TP27_MUSAM/384-429	3.4e-20	M0TP27_MUSAM/384-429 M0TP27.1 PF00628.28;PHD;
TRINITY_DN8344_c1_g1_i3	G7JG04_MEDTR/176-1022	0.0e+00	G7JG04_MEDTR/176-1022 G7JG04.1 PF04998.16;RNA_pol_Rpb1_5;
TRINITY_DN7732_c0_g1_i5	M0RY01_MUSAM/197-458	7.8e-126	M0RY01_MUSAM/197-458 M0RY01.1 PF01803.15;LIM_bind;
TRINITY_DN7620_c0_g1_i7	M0TGA1_MUSAM/3-1649	0.0e+00	M0TGA1_MUSAM/3-1649 M0TGA1.1 PF11894.7;Nup192;
TRINITY_DN274_c0_g1_i9	M0SC46_MUSAM/338-634	1.4e-143	M0SC46_MUSAM/338-634 M0SC46.1 PF00118.23;Cpn60_TCP1;
TRINITY_DN14_c0_g1_i1	W1NXR4_AMBTC/1486-1871	7.2e-156	W1NXR4_AMBTC/1486-1871 W1NXR4.1 PF00632.24;HECT;
TRINITY_DN19182_c0_g1_i4	M0S752_MUSAM/546-1116	1.0e-290	M0S752_MUSAM/546-1116 M0S752.1 PF12157.7;DUF3591;
TRINITY_DN2172_c0_g1_i3	M0THH9_MUSAM/11-255	7.3e-116	M0THH9_MUSAM/11-255 M0THH9.1 PF00378.19;ECH_1;
TRINITY_DN2172_c0_g1_i3	M0THH9_MUSAM/11-255	9.5e-116	M0THH9_MUSAM/11-255 M0THH9.1 PF00378.19;ECH_1;
TRINITY_DN1409_c1_g1_i1	J3LGC8_ORYBR/1707-2006	5.1e-162	J3LGC8_ORYBR/1707-2006 J3LGC8.1 PF00648.20;Peptidase_C2;
TRINITY_DN2205_c0_g1_i11	V4M2R3_EUTSA/18-151	9.1e-42	V4M2R3_EUTSA/18-151 V4M2R3.1 PF13429.5;TPR_15;
TRINITY_DN12174_c0_g1_i1	M0U8F6_MUSAM/1022-1128	1.0e-53	M0U8F6_MUSAM/1022-1128 M0U8F6.1 PF00856.27;SET;
TRINITY_DN49_c0_g3_i1	M0S011_MUSAM/301-1106	0.0e+00	M0S011_MUSAM/301-1106 M0S011.1 PF02364.14;Glucan_synthase;
TRINITY_DN49_c0_g1_i1	M0S011_MUSAM/301-1106	0.0e+00	M0S011_MUSAM/301-1106 M0S011.1 PF02364.14;Glucan_synthase;
TRINITY_DN34233_c0_g1_i7	A0A0E0JST0_ORYPU/13-443	6.9e-167	A0A0E0JST0_ORYPU/13-443 A0A0E0JST0.1 PF16134.4;THOC2_N;
TRINITY_DN742_c0_g2_i2	M0U8R7_MUSAM/14-580	8.3e-298	M0U8R7_MUSAM/14-580 M0U8R7.1 PF01411.18;tRNA-synt_2c;
TRINITY_DN1212_c0_g1_i3	I1M733_SOYBN/609-921	8.7e-162	I1M733_SOYBN/609-921 I1M733.2 PF00176.22;SNF2_N;
TRINITY_DN12926_c0_g1_i13	B9S0C4_RICCO/1399-1549	2.0e-49	B9S0C4_RICCO/1399-1549 B9S0C4.1 PF12717.6;Cnd1;
TRINITY_DN12937_c0_g1_i3	M0RQ69_MUSAM/119-317	1.7e-37	M0RQ69_MUSAM/119-317 M0RQ69.1 PF01545.20;Cation_efflux;
TRINITY_DN12937_c0_g1_i3	M0RQ69_MUSAM/119-317	1.0e-29	M0RQ69_MUSAM/119-317 M0RQ69.1 PF01545.20;Cation_efflux;
TRINITY_DN3490_c0_g1_i1	A0A0E0KME3_ORYPU/26-255	7.7e-62	A0A0E0KME3_ORYPU/26-255 A0A0E0KME3.1 PF07800.11;DUF1644;
TRINITY_DN2264_c0_g1_i6	M0TM24_MUSAM/283-371	2.3e-37	M0TM24_MUSAM/283-371 M0TM24.1 PF00855.16;PWWP;
TRINITY_DN1626_c0_g1_i3	M5X5Z7_PRUPE/1026-1154	9.5e-28	M5X5Z7_PRUPE/1026-1154 M5X5Z7.1 PF07926.11;TPR_MLP1_2;
TRINITY_DN19741_c0_g1_i12	A0A059C078_EUCGR/112-532	1.5e-166	A0A059C078_EUCGR/112-532 A0A059C078.1 PF01373.16;Glyco_hydro_14;
TRINITY_DN19741_c0_g1_i12	A0A059C078_EUCGR/112-532	8.9e-135	A0A059C078_EUCGR/112-532 A0A059C078.1 PF01373.16;Glyco_hydro_14;
TRINITY_DN2519_c0_g1_i1	M5XL73_PRUPE/391-664	2.3e-106	M5XL73_PRUPE/391-664 M5XL73.1 PF00118.23;Cpn60_TCP1;
TRINITY_DN6461_c0_g1_i9	M0T5E0_MUSAM/87-403	9.7e-81	M0T5E0_MUSAM/87-403 M0T5E0.1 PF12530.7;DUF3730;
TRINITY_DN15897_c0_g1_i3	M0S515_MUSAM/220-827	2.6e-296	M0S515_MUSAM/220-827 M0S515.1 PF04097.13;Nic96;
TRINITY_DN3044_c0_g1_i11	M0SWM9_MUSAM/530-576	7.5e-17	M0SWM9_MUSAM/530-576 M0SWM9.1 PF07496.14;zf-CW;
TRINITY_DN12042_c0_g1_i9	M0SHN5_MUSAM/39-360	1.6e-112	M0SHN5_MUSAM/39-360 M0SHN5.1 PF00657.21;Lipase_GDSL;
TRINITY_DN4610_c0_g3_i2	M1D6J6_SOLTU/34-363	5.4e-140	M1D6J6_SOLTU/34-363 M1D6J6.1 PF00443.28;UCH;
TRINITY_DN9321_c0_g1_i11	M0SUS8_MUSAM/1309-1498	1.6e-91	M0SUS8_MUSAM/1309-1498 M0SUS8.1 PF12830.6;Nipped-B_C;
TRINITY_DN2380_c0_g1_i1	F6GTM6_VITVI/584-692	5.7e-49	F6GTM6_VITVI/584-692 F6GTM6.1 PF02847.16;MA3;
TRINITY_DN3291_c0_g1_i9	A0A0D2ULY2_GOSRA/1158-1501	1.4e-177	A0A0D2ULY2_GOSRA/1158-1501 A0A0D2ULY2.1 PF08214.10;HAT_KAT11;
TRINITY_DN24014_c0_g1_i3	M0SNA0_MUSAM/138-451	1.5e-89	M0SNA0_MUSAM/138-451 M0SNA0.1 PF00266.18;Aminotran_5;
TRINITY_DN3291_c0_g1_i3	A0A0D2ULY2_GOSRA/1158-1501	1.9e-177	A0A0D2ULY2_GOSRA/1158-1501 A0A0D2ULY2.1 PF08214.10;HAT_KAT11;
TRINITY_DN13551_c0_g1_i2	M0TLF4_MUSAM/547-1064	5.2e-236	M0TLF4_MUSAM/547-1064 M0TLF4.1 PF07748.12;Glyco_hydro_38C;
TRINITY_DN13551_c0_g1_i2	M0TLF4_MUSAM/547-1064	5.2e-236	M0TLF4_MUSAM/547-1064 M0TLF4.1 PF07748.12;Glyco_hydro_38C;
TRINITY_DN1338_c1_g2_i7	M0T9D1_MUSAM/12-273	3.4e-110	M0T9D1_MUSAM/12-273 M0T9D1.1 PF16206.4;Mon2_C;
TRINITY_DN8619_c0_g1_i5	A0A067F623_CITSI/6-73	2.3e-18	A0A067F623_CITSI/6-73 A0A067F623.1 PF00366.19;Ribosomal_S17;
TRINITY_DN12849_c1_g1_i9	A0A151RVY4_CAJCA/23-256	3.9e-90	A0A151RVY4_CAJCA/23-256 A0A151RVY4.1 PF07727.13;RVT_2;
TRINITY_DN1506_c0_g1_i2	M0TFH4_MUSAM/1807-1919	3.5e-51	M0TFH4_MUSAM/1807-1919 M0TFH4.1 PF05843.13;Suf;
TRINITY_DN1506_c0_g1_i2	M0TFH4_MUSAM/1807-1919	1.4e-07	M0TFH4_MUSAM/1807-1919 M0TFH4.1 PF05843.13;Suf;
TRINITY_DN12791_c0_g1_i5	M0T2V6_MUSAM/309-489	1.9e-92	M0T2V6_MUSAM/309-489 M0T2V6.1 PF00360.19;PHY;
TRINITY_DN973_c0_g1_i35	A0A1B6Q5R2_SORBI/61-143	1.1e-36	A0A1B6Q5R2_SORBI/61-143 A0A1B6Q5R2.1 PF05495.11;zf-CHY;
TRINITY_DN8379_c0_g1_i1	M0U7I9_MUSAM/144-187	1.0e-13	M0U7I9_MUSAM/144-187 M0U7I9.1 PF13639.5;zf-RING_2;
TRINITY_DN257_c0_g2_i1	M0T4I1_MUSAM/11-231	3.9e-90	M0T4I1_MUSAM/11-231 M0T4I1.1 PF00230.19;MIP;
TRINITY_DN8435_c0_g1_i3	M0S6Y3_MUSAM/111-197	3.5e-27	M0S6Y3_MUSAM/111-197 M0S6Y3.1 PF04182.11;B-block_TFIIIC;
TRINITY_DN3729_c0_g1_i2	M1B878_SOLTU/300-1086	0.0e+00	M1B878_SOLTU/300-1086 M1B878.1 PF02364.14;Glucan_synthase;
TRINITY_DN12863_c0_g2_i1	M0RMF7_MUSAM/171-457	2.2e-69	M0RMF7_MUSAM/171-457 M0RMF7.1 PF00931.21;NB-ARC;
TRINITY_DN12863_c0_g2_i1	M0RMF7_MUSAM/171-457	1.4e-47	M0RMF7_MUSAM/171-457 M0RMF7.1 PF00931.21;NB-ARC;
TRINITY_DN1944_c0_g1_i2	M0T9S0_MUSAM/56-306	3.8e-130	M0T9S0_MUSAM/56-306 M0T9S0.1 PF00520.30;Ion_trans;
TRINITY_DN1944_c0_g1_i2	M0T9S0_MUSAM/56-306	3.8e-130	M0T9S0_MUSAM/56-306 M0T9S0.1 PF00520.30;Ion_trans;
TRINITY_DN5299_c0_g1_i2	W1NM08_AMBTC/828-1420	0.0e+00	W1NM08_AMBTC/828-1420 W1NM08.1 PF04998.16;RNA_pol_Rpb1_5;
TRINITY_DN715_c0_g1_i3	B9SZ71_RICCO/8-198	7.2e-73	B9SZ71_RICCO/8-198 B9SZ71.1 PF08638.10;Med14;
TRINITY_DN4524_c0_g1_i2	D7M487_ARALL/79-457	1.8e-193	D7M487_ARALL/79-457 D7M487.1 PF07517.13;SecA_DEAD;
TRINITY_DN1001_c1_g1_i1	M0RUP5_MUSAM/702-736	8.1e-08	M0RUP5_MUSAM/702-736 M0RUP5.1 PF01851.21;PC_rep;
TRINITY_DN10_c0_g6_i1	M0RHI3_MUSAM/448-779	3.4e-54	M0RHI3_MUSAM/448-779 M0RHI3.1 PF02309.15;AUX_IAA;
TRINITY_DN9042_c0_g1_i9	M0RH51_MUSAM/479-1052	9.7e-304	M0RH51_MUSAM/479-1052 M0RH51.1 PF06920.12;DHR-2;
TRINITY_DN6420_c0_g1_i3	A0A151T3L4_CAJCA/11-254	5.9e-91	A0A151T3L4_CAJCA/11-254 A0A151T3L4.1 PF07727.13;RVT_2;
TRINITY_DN7449_c0_g2_i1	A0A067K2E4_JATCU/64-720	0.0e+00	A0A067K2E4_JATCU/64-720 A0A067K2E4.1 PF00063.20;Myosin_head;
TRINITY_DN9970_c0_g3_i2	M0TMB2_MUSAM/37-119	2.2e-37	M0TMB2_MUSAM/37-119 M0TMB2.1 PF07713.12;DUF1604;
TRINITY_DN22987_c0_g1_i3	W9S0F5_9ROSA/122-239	1.1e-54	W9S0F5_9ROSA/122-239 W9S0F5.1 PF00307.30;CH;
TRINITY_DN24423_c1_g1_i3	F6I2Z7_VITVI/1670-1838	1.9e-81	F6I2Z7_VITVI/1670-1838 F6I2Z7.1 PF00636.25;Ribonuclease_3;
TRINITY_DN3743_c0_g1_i1	M0RM54_MUSAM/1093-1355	1.3e-106	M0RM54_MUSAM/1093-1355 M0RM54.1 PF10513.8;EPL1;
TRINITY_DN20361_c0_g1_i3	F4JUG3_ARATH/35-969	3.9e-188	F4JUG3_ARATH/35-969 F4JUG3.1 PF10487.8;Nup188;
TRINITY_DN7805_c0_g1_i6	A0A0D9V758_9ORYZ/140-221	3.0e-31	A0A0D9V758_9ORYZ/140-221 A0A0D9V758.1 PF00013.28;KH_1;
TRINITY_DN14381_c0_g1_i4	M0SHG1_MUSAM/6-513	5.2e-225	M0SHG1_MUSAM/6-513 M0SHG1.1 PF05833.10;FbpA;
TRINITY_DN2667_c0_g1_i9	M0TSG8_MUSAM/39-424	1.8e-116	M0TSG8_MUSAM/39-424 M0TSG8.1 PF07690.15;MFS_1;
TRINITY_DN5340_c0_g1_i11	M0RY11_MUSAM/324-538	1.7e-82	M0RY11_MUSAM/324-538 M0RY11.1 PF01061.23;ABC2_membrane;
TRINITY_DN1941_c0_g1_i1	M0S7V5_MUSAM/609-791	3.4e-91	M0S7V5_MUSAM/609-791 M0S7V5.1 PF01369.19;Sec7;
TRINITY_DN10289_c0_g1_i9	M0S4F9_MUSAM/189-347	4.2e-49	M0S4F9_MUSAM/189-347 M0S4F9.1 PF01764.24;Lipase_3;
TRINITY_DN10289_c0_g1_i9	M0S4F9_MUSAM/189-347	4.2e-49	M0S4F9_MUSAM/189-347 M0S4F9.1 PF01764.24;Lipase_3;
TRINITY_DN1074_c0_g2_i3	M0SL68_MUSAM/719-822	3.6e-40	M0SL68_MUSAM/719-822 M0SL68.1 PF03126.17;Plus-3;
TRINITY_DN2075_c1_g1_i8	B4FBF6_MAIZE/213-306	8.7e-47	B4FBF6_MAIZE/213-306 B4FBF6.1 PF00153.26;Mito_carr;
TRINITY_DN2075_c1_g1_i8	B4FBF6_MAIZE/213-306	8.7e-47	B4FBF6_MAIZE/213-306 B4FBF6.1 PF00153.26;Mito_carr;
TRINITY_DN1907_c0_g1_i6	M0TK36_MUSAM/283-369	1.6e-37	M0TK36_MUSAM/283-369 M0TK36.1 PF00439.24;Bromodomain;
TRINITY_DN11868_c0_g1_i1	A0A0E0B4T7_9ORYZ/1225-1591	8.5e-119	A0A0E0B4T7_9ORYZ/1225-1591 A0A0E0B4T7.1 PF13086.5;AAA_11;
TRINITY_DN3189_c0_g1_i11	M7ZJ75_TRIUA/63-272	3.5e-96	M7ZJ75_TRIUA/63-272 M7ZJ75.1 PF12146.7;Hydrolase_4;
TRINITY_DN3189_c0_g1_i11	M7ZJ75_TRIUA/63-272	2.9e-90	M7ZJ75_TRIUA/63-272 M7ZJ75.1 PF12146.7;Hydrolase_4;
TRINITY_DN12613_c0_g1_i9	A0A061DQ84_THECC/686-819	6.8e-68	A0A061DQ84_THECC/686-819 A0A061DQ84.1 PF00004.28;AAA;
TRINITY_DN36805_c0_g1_i2	M0TFU3_MUSAM/153-437	3.3e-94	M0TFU3_MUSAM/153-437 M0TFU3.1 PF00931.21;NB-ARC;
TRINITY_DN23953_c0_g2_i2	M0SWM8_MUSAM/81-421	4.6e-149	M0SWM8_MUSAM/81-421 M0SWM8.1 PF09090.10;MIF4G_like_2;
TRINITY_DN4953_c0_g2_i3	M0SMI5_MUSAM/1507-1612	9.3e-41	M0SMI5_MUSAM/1507-1612 M0SMI5.1 PF02517.15;Abi;
TRINITY_DN7735_c0_g1_i18	M0TSQ0_MUSAM/8-553	1.2e-285	M0TSQ0_MUSAM/8-553 M0TSQ0.1 PF00862.18;Sucrose_synth;
TRINITY_DN9214_c0_g1_i10	M0SGU1_MUSAM/196-483	2.7e-85	M0SGU1_MUSAM/196-483 M0SGU1.1 PF00931.21;NB-ARC;
TRINITY_DN6388_c0_g1_i9	M0TC91_MUSAM/788-852	5.3e-20	M0TC91_MUSAM/788-852 M0TC91.1 PF00249.30;Myb_DNA-binding;
TRINITY_DN4295_c0_g1_i2	W2TAF7_NECAM/466-746	3.4e-51	W2TAF7_NECAM/466-746 W2TAF7.1 PF05843.13;Suf;
TRINITY_DN7490_c0_g1_i3	M0SFV9_MUSAM/396-441	4.5e-19	M0SFV9_MUSAM/396-441 M0SFV9.1 PF00628.28;PHD;
TRINITY_DN1205_c0_g1_i4	M0TMG7_MUSAM/542-836	2.9e-71	M0TMG7_MUSAM/542-836 M0TMG7.1 PF00128.23;Alpha-amylase;
TRINITY_DN1205_c0_g1_i4	M0TMG7_MUSAM/542-836	4.9e-42	M0TMG7_MUSAM/542-836 M0TMG7.1 PF00128.23;Alpha-amylase;
TRINITY_DN1205_c0_g1_i4	M0TMG7_MUSAM/542-836	6.8e-36	M0TMG7_MUSAM/542-836 M0TMG7.1 PF00128.23;Alpha-amylase;
TRINITY_DN2264_c0_g1_i2	M0TM24_MUSAM/283-371	1.6e-37	M0TM24_MUSAM/283-371 M0TM24.1 PF00855.16;PWWP;
TRINITY_DN1414_c0_g1_i12	M0SQB5_MUSAM/171-298	6.2e-29	M0SQB5_MUSAM/171-298 M0SQB5.1 PF00293.27;NUDIX;
TRINITY_DN1414_c0_g1_i12	M0SQB5_MUSAM/171-298	9.3e-17	M0SQB5_MUSAM/171-298 M0SQB5.1 PF00293.27;NUDIX;
TRINITY_DN10159_c0_g1_i8	M0S5Q8_MUSAM/192-338	9.2e-65	M0S5Q8_MUSAM/192-338 M0S5Q8.1 PF00620.26;RhoGAP;
TRINITY_DN21556_c0_g3_i3	M0RIB0_MUSAM/96-156	7.6e-27	M0RIB0_MUSAM/96-156 M0RIB0.1 PF13921.5;Myb_DNA-bind_6;
TRINITY_DN21556_c0_g3_i3	M0RIB0_MUSAM/96-156	9.0e-12	M0RIB0_MUSAM/96-156 M0RIB0.1 PF13921.5;Myb_DNA-bind_6;
TRINITY_DN11029_c0_g1_i5	A0A0E0PN74_ORYRU/1084-1217	1.8e-52	A0A0E0PN74_ORYRU/1084-1217 A0A0E0PN74.1 PF00730.24;HhH-GPD;
TRINITY_DN2043_c0_g1_i3	K3Z2Q6_SETIT/28-329	4.8e-98	K3Z2Q6_SETIT/28-329 K3Z2Q6.1 PF00124.18;Photo_RC;
TRINITY_DN3721_c0_g1_i4	U5FVX2_POPTR/5-810	0.0e+00	U5FVX2_POPTR/5-810 U5FVX2.1 PF02364.14;Glucan_synthase;
TRINITY_DN6203_c0_g1_i3	M0TIC2_MUSAM/1-113	3.0e-44	M0TIC2_MUSAM/1-113 M0TIC2.1 PF03350.15;UPF0114;
TRINITY_DN96_c0_g1_i6	M0T1I5_MUSAM/122-231	1.2e-45	M0T1I5_MUSAM/122-231 M0T1I5.1 PF16275.4;SF1-HH;
TRINITY_DN19596_c0_g1_i4	M0RP53_MUSAM/951-1140	4.2e-62	M0RP53_MUSAM/951-1140 M0RP53.1 PF12612.7;TFCD_C;
TRINITY_DN19596_c0_g1_i4	M0RP53_MUSAM/951-1140	5.4e-09	M0RP53_MUSAM/951-1140 M0RP53.1 PF12612.7;TFCD_C;
TRINITY_DN2567_c0_g1_i5	M0TAR5_MUSAM/73-172	1.5e-46	M0TAR5_MUSAM/73-172 M0TAR5.1 PF00630.18;Filamin;
TRINITY_DN2054_c0_g2_i1	M0TRU5_MUSAM/5-216	1.5e-91	M0TRU5_MUSAM/5-216 M0TRU5.1 PF16213.4;DCB;
TRINITY_DN6350_c0_g1_i2	M0TJH3_MUSAM/20-523	2.9e-196	M0TJH3_MUSAM/20-523 M0TJH3.1 PF13001.6;Ecm29;
TRINITY_DN814_c0_g1_i3	V4S5M1_9ROSI/328-494	3.7e-58	V4S5M1_9ROSI/328-494 V4S5M1.1 PF04053.13;Coatomer_WDAD;
TRINITY_DN9524_c0_g1_i6	M0S386_MUSAM/2149-2395	1.7e-66	M0S386_MUSAM/2149-2395 M0S386.1 PF00454.26;PI3_PI4_kinase;
TRINITY_DN47_c0_g1_i3	A0A151RB78_CAJCA/204-418	5.3e-73	A0A151RB78_CAJCA/204-418 A0A151RB78.1 PF02992.13;Transposase_21;
TRINITY_DN4472_c0_g1_i6	A0A0L9VPL9_PHAAN/190-360	3.3e-22	A0A0L9VPL9_PHAAN/190-360 A0A0L9VPL9.1 PF00270.28;DEAD;
TRINITY_DN3434_c0_g1_i7	M0TI86_MUSAM/147-231	2.9e-31	M0TI86_MUSAM/147-231 M0TI86.1 PF03439.12;Spt5-NGN;
TRINITY_DN49_c1_g2_i7	M5WSB2_PRUPE/1044-1828	0.0e+00	M5WSB2_PRUPE/1044-1828 M5WSB2.1 PF02364.14;Glucan_synthase;
TRINITY_DN1136_c0_g1_i6	M0RGR4_MUSAM/533-693	9.0e-81	M0RGR4_MUSAM/533-693 M0RGR4.1 PF00534.19;Glycos_transf_1;
TRINITY_DN20193_c0_g1_i7	I1GNJ4_BRADI/7-184	7.9e-69	I1GNJ4_BRADI/7-184 I1GNJ4.1 PF15469.5;Sec5;
TRINITY_DN6178_c0_g2_i2	A0A0D9V3Y2_9ORYZ/500-635	6.2e-66	A0A0D9V3Y2_9ORYZ/500-635 A0A0D9V3Y2.1 PF00004.28;AAA;
TRINITY_DN830_c0_g1_i10	M0TIJ6_MUSAM/491-736	2.3e-97	M0TIJ6_MUSAM/491-736 M0TIJ6.1 PF07891.11;DUF1666;
TRINITY_DN830_c0_g1_i10	M0TIJ6_MUSAM/491-736	3.1e-97	M0TIJ6_MUSAM/491-736 M0TIJ6.1 PF07891.11;DUF1666;
TRINITY_DN2251_c0_g2_i5	M0RQX9_MUSAM/552-878	2.2e-135	M0RQX9_MUSAM/552-878 M0RQX9.1 PF16507.4;BLM10_mid;
TRINITY_DN15855_c0_g4_i5	M0SIA7_MUSAM/10-58	4.0e-12	M0SIA7_MUSAM/10-58 M0SIA7.1 PF00628.28;PHD;
TRINITY_DN1154_c1_g2_i2	M0RSJ4_MUSAM/1215-1432	1.7e-111	M0RSJ4_MUSAM/1215-1432 M0RSJ4.1 PF14633.5;SH2_2;
TRINITY_DN8169_c0_g1_i2	M0T267_MUSAM/163-462	5.0e-140	M0T267_MUSAM/163-462 M0T267.1 PF03399.15;SAC3_GANP;
TRINITY_DN5166_c0_g1_i2	M0S7K5_MUSAM/515-566	6.7e-20	M0S7K5_MUSAM/515-566 M0S7K5.1 PF02213.15;GYF;
TRINITY_DN1067_c0_g1_i2	M0SP09_MUSAM/23-81	7.2e-22	M0SP09_MUSAM/23-81 M0SP09.1 PF06972.10;DUF1296;
TRINITY_DN3312_c0_g1_i1	M0RSM8_MUSAM/963-1046	5.9e-24	M0RSM8_MUSAM/963-1046 M0RSM8.1 PF00439.24;Bromodomain;
TRINITY_DN2249_c0_g2_i6	M0U833_MUSAM/279-435	6.6e-76	M0U833_MUSAM/279-435 M0U833.1 PF14566.5;PTPlike_phytase;
TRINITY_DN411_c0_g1_i4	M0S1P1_MUSAM/144-368	1.7e-92	M0S1P1_MUSAM/144-368 M0S1P1.1 PF04577.13;DUF563;
TRINITY_DN240_c0_g3_i4	M0SG67_MUSAM/27-103	3.7e-10	M0SG67_MUSAM/27-103 M0SG67.1 PF03134.18;TB2_DP1_HVA22;
