gene	kegg_id	kegg_evalue	kegg_description
TRINITY_DN743_c0_g1_i2	mus:103976473	0.0e+00	mus:103976473 clustered mitochondria protein homolog {ECO:0000255|HAMAP-Rule:MF_03013}; K03255 protein TIF31
TRINITY_DN472_c0_g1_i2	mus:103989367	9.1e-106	mus:103989367 far upstream element-binding protein 1-like; K13210 far upstream element-binding protein
TRINITY_DN472_c0_g1_i2	mus:103989367	8.6e-56	mus:103989367 far upstream element-binding protein 1-like; K13210 far upstream element-binding protein
TRINITY_DN323_c0_g1_i3	sbi:SORBI_03g028720	5.6e-148	sbi:SORBI_03g028720 SORBIDRAFT_03g028720, Sb03g028720; hypothetical protein; K07424 cytochrome P450, family 3, subfamily A [EC:1.14.14.1]
TRINITY_DN6049_c0_g1_i13	mus:103971409	0.0e+00	mus:103971409 probable inactive serine/threonine-protein kinase lvsG; K17601 WD repeat-containing protein 81
TRINITY_DN6049_c0_g1_i13	mus:103971409	4.1e-191	mus:103971409 probable inactive serine/threonine-protein kinase lvsG; K17601 WD repeat-containing protein 81
TRINITY_DN6049_c0_g1_i13	mus:103971409	8.4e-104	mus:103971409 probable inactive serine/threonine-protein kinase lvsG; K17601 WD repeat-containing protein 81
TRINITY_DN3823_c0_g1_i2	mus:103982729	0.0e+00	mus:103982729 exosome complex exonuclease RRP44; K12585 exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-]
TRINITY_DN1280_c1_g2_i4	egr:104423668	8.9e-13	egr:104423668 bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)-like; K00863 dihydroxyacetone kinase [EC:2.7.1.29]
TRINITY_DN14212_c0_g1_i6	sita:101764765	2.3e-16	sita:101764765 RING-H2 finger protein ATL56-like; K19041 E3 ubiquitin-protein ligase RNF38/44 [EC:2.3.2.27]
TRINITY_DN6333_c0_g1_i4	mus:103987202	0.0e+00	mus:103987202 uncharacterized protein LOC103987202; K17906 autophagy-related protein 2
TRINITY_DN8163_c0_g1_i1	vvi:100254113	1.0e-117	vvi:100254113 serine/threonine-protein kinase PBS1; K13430 serine/threonine-protein kinase PBS1 [EC:2.7.11.1]
TRINITY_DN8163_c0_g1_i1	vvi:100254113	4.2e-55	vvi:100254113 serine/threonine-protein kinase PBS1; K13430 serine/threonine-protein kinase PBS1 [EC:2.7.11.1]
TRINITY_DN7169_c0_g1_i1	mus:103977421	0.0e+00	mus:103977421 DNA-directed RNA polymerase V subunit 1; K16251 DNA-directed RNA polymerase V subunit 1 [EC:2.7.7.6]
TRINITY_DN8344_c0_g1_i3	obr:102722489	7.5e-12	obr:102722489 ATP-dependent DNA helicase Q-like 4A-like; K10901 bloom syndrome protein [EC:3.6.4.12]
TRINITY_DN296_c0_g1_i8	mus:103990710	7.6e-198	mus:103990710 serine/threonine-protein kinase prpf4B; K08827 serine/threonine-protein kinase PRP4 [EC:2.7.11.1]
TRINITY_DN296_c0_g1_i8	mus:103990710	4.4e-36	mus:103990710 serine/threonine-protein kinase prpf4B; K08827 serine/threonine-protein kinase PRP4 [EC:2.7.11.1]
TRINITY_DN7023_c0_g1_i12	bvg:104905624	1.3e-120	bvg:104905624 uncharacterized LOC104905624; K05658 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:3.6.3.44]
TRINITY_DN1106_c0_g1_i5	mus:104000875	9.4e-289	mus:104000875 poly(A) polymerase type 3-like isoform X1; K14376 poly(A) polymerase [EC:2.7.7.19]
TRINITY_DN1022_c0_g1_i12	mus:103984533	0.0e+00	mus:103984533 callose synthase 9; K11000 callose synthase [EC:2.4.1.-]
TRINITY_DN8601_c0_g1_i3	mus:103997590	0.0e+00	mus:103997590 uncharacterized protein LOC103997590; K17613 calcineurin-binding protein cabin-1
TRINITY_DN9328_c0_g1_i1	mus:103993084	0.0e+00	mus:103993084 helicase sen1-like isoform X1; K10706 senataxin [EC:3.6.4.-]
TRINITY_DN4904_c1_g1_i9	mus:104000824	0.0e+00	mus:104000824 ubiquitin carboxyl-terminal hydrolase 13-like; K11838 ubiquitin carboxyl-terminal hydrolase 7 [EC:3.4.19.12]
TRINITY_DN8344_c1_g1_i3	pda:8890490	0.0e+00	pda:8890490 rpoC2, PhdaC_p011; DNA-directed RNA polymerase beta' chain; K03046 DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
TRINITY_DN7732_c0_g1_i5	gmx:100799037	1.5e-12	gmx:100799037 peroxisomal (S)-2-hydroxy-acid oxidase GLO5-like; K11517 (S)-2-hydroxy-acid oxidase [EC:1.1.3.15]
TRINITY_DN7620_c0_g1_i7	mus:103991301	0.0e+00	mus:103991301 nuclear pore complex protein Nup205 isoform X1; K14310 nuclear pore complex protein Nup205
TRINITY_DN274_c0_g1_i9	mus:103977429	0.0e+00	mus:103977429 1-phosphatidylinositol-3-phosphate 5-kinase FAB1B-like isoform X1; K00921 1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]
TRINITY_DN14_c0_g1_i1	mus:103977272	0.0e+00	mus:103977272 E3 ubiquitin-protein ligase UPL3-like isoform X1; K10590 E3 ubiquitin-protein ligase TRIP12 [EC:2.3.2.26]
TRINITY_DN19182_c0_g1_i4	mus:103975786	0.0e+00	mus:103975786 transcription initiation factor TFIID subunit 1 isoform X1; K03125 transcription initiation factor TFIID subunit 1
TRINITY_DN2172_c0_g1_i3	mus:103991664	0.0e+00	mus:103991664 peroxisomal fatty acid beta-oxidation multifunctional protein; K10527 enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211]
TRINITY_DN2172_c0_g1_i3	mus:103991664	1.7e-128	mus:103991664 peroxisomal fatty acid beta-oxidation multifunctional protein; K10527 enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211]
TRINITY_DN1409_c1_g1_i1	cre:CHLREDRAFT_186766	3.5e-46	cre:CHLREDRAFT_186766 hypothetical protein; K08582 calpain-15 [EC:3.4.22.-]
TRINITY_DN2205_c0_g1_i11	zma:100272747	2.1e-06	zma:100272747 uncharacterized LOC100272747; K05275 pyridoxine 4-dehydrogenase [EC:1.1.1.65]
TRINITY_DN2205_c0_g1_i11	zma:100272747	8.8e-05	zma:100272747 uncharacterized LOC100272747; K05275 pyridoxine 4-dehydrogenase [EC:1.1.1.65]
TRINITY_DN12174_c0_g1_i1	pmum:103330802	1.5e-161	pmum:103330802 uncharacterized LOC103330802; K11422 histone-lysine N-methyltransferase SETD1 [EC:2.1.1.43]
TRINITY_DN49_c0_g3_i1	mus:103994457	0.0e+00	mus:103994457 callose synthase 3-like isoform X1; K11000 callose synthase [EC:2.4.1.-]
TRINITY_DN49_c0_g1_i1	mus:103985320	0.0e+00	mus:103985320 callose synthase 3-like; K11000 callose synthase [EC:2.4.1.-]
TRINITY_DN34233_c0_g1_i7	mus:103970792	0.0e+00	mus:103970792 THO complex subunit 2 isoform X1; K12879 THO complex subunit 2
TRINITY_DN742_c0_g2_i2	mus:103973872	0.0e+00	mus:103973872 alanine--tRNA ligase {ECO:0000255|HAMAP-Rule:MF_03133}; K01872 alanyl-tRNA synthetase [EC:6.1.1.7]
TRINITY_DN1212_c0_g1_i3	mus:103995929	0.0e+00	mus:103995929 chromodomain-helicase-DNA-binding protein 1; K11367 chromodomain-helicase-DNA-binding protein 1 [EC:3.6.4.12]
TRINITY_DN12937_c0_g1_i3	mus:103970626	2.8e-80	mus:103970626 metal tolerance protein C2; K14692 solute carrier family 30 (zinc transporter), member 5/7
TRINITY_DN12937_c0_g1_i3	mus:103970626	2.7e-75	mus:103970626 metal tolerance protein C2; K14692 solute carrier family 30 (zinc transporter), member 5/7
TRINITY_DN12937_c0_g1_i3	mus:103970626	5.6e-04	mus:103970626 metal tolerance protein C2; K14692 solute carrier family 30 (zinc transporter), member 5/7
TRINITY_DN2007_c0_g2_i2	mus:103992611	0.0e+00	mus:103992611 DDB1- and CUL4-associated factor homolog 1-like; K11789 HIV-1 Vpr-binding protein
TRINITY_DN3490_c0_g1_i1	pxb:103958275	6.3e-40	pxb:103958275 lysosomal alpha-mannosidase-like; K01191 alpha-mannosidase [EC:3.2.1.24]
TRINITY_DN2264_c0_g1_i6	tcc:TCM_036631	2.0e-25	tcc:TCM_036631 Tudor/PWWP/MBT superfamily protein, putative; K17398 DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]
TRINITY_DN1626_c0_g1_i3	mus:103997930	0.0e+00	mus:103997930 LOW QUALITY PROTEIN: nuclear-pore anchor; K09291 nucleoprotein TPR
TRINITY_DN19741_c0_g1_i12	mus:103978669	2.0e-211	mus:103978669 beta-amylase 2, chloroplastic-like; K01177 beta-amylase [EC:3.2.1.2]
TRINITY_DN19741_c0_g1_i12	mus:103978669	3.8e-162	mus:103978669 beta-amylase 2, chloroplastic-like; K01177 beta-amylase [EC:3.2.1.2]
TRINITY_DN2519_c0_g1_i1	mus:103969594	0.0e+00	mus:103969594 putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1C; K00921 1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]
TRINITY_DN15897_c0_g1_i3	mus:103971771	1.8e-305	mus:103971771 uncharacterized protein At2g41620; K14309 nuclear pore complex protein Nup93
TRINITY_DN15897_c0_g1_i3	mus:103971771	1.5e-102	mus:103971771 uncharacterized protein At2g41620; K14309 nuclear pore complex protein Nup93
TRINITY_DN3044_c0_g1_i11	obr:102721258	3.0e-18	obr:102721258 bidirectional sugar transporter SWEET12-like; K15382 solute carrier family 50 (sugar transporter)
TRINITY_DN12042_c0_g1_i9	rcu:RCOM_1428040	3.9e-50	rcu:RCOM_1428040 Zeta-carotene desaturase, chloroplast precursor, putative (EC:1.14.99.30); K00514 zeta-carotene desaturase [EC:1.3.5.6]
TRINITY_DN9321_c0_g1_i11	mus:103983615	0.0e+00	mus:103983615 nipped-B-like protein A isoform X1; K06672 cohesin loading factor subunit SCC2
TRINITY_DN320_c0_g1_i5	mus:103987877	0.0e+00	mus:103987877 uncharacterized protein LOC103987877; K11978 E3 ubiquitin-protein ligase UBR3 [EC:2.3.2.27]
TRINITY_DN2380_c0_g1_i1	ppp:PHYPADRAFT_144349	2.1e-221	ppp:PHYPADRAFT_144349 hypothetical protein; K16865 programmed cell death protein 4
TRINITY_DN3291_c0_g1_i9	mus:103989995	0.0e+00	mus:103989995 probable histone acetyltransferase HAC-like 1 isoform X1; K04498 E1A/CREB-binding protein [EC:2.3.1.48]
TRINITY_DN24014_c0_g1_i3	mtr:MTR_3g118540	2.9e-186	mtr:MTR_3g118540 Histone deacetylase; K06067 histone deacetylase 1/2 [EC:3.5.1.98]
TRINITY_DN3291_c0_g1_i3	mus:103989995	0.0e+00	mus:103989995 probable histone acetyltransferase HAC-like 1 isoform X1; K04498 E1A/CREB-binding protein [EC:2.3.1.48]
TRINITY_DN13551_c0_g1_i2	mus:103994177	0.0e+00	mus:103994177 lysosomal alpha-mannosidase; K01191 alpha-mannosidase [EC:3.2.1.24]
TRINITY_DN1338_c1_g2_i7	mus:103995014	4.1e-15	mus:103995014 brefeldin A-inhibited guanine nucleotide-exchange protein 2-like; K18442 brefeldin A-inhibited guanine nucleotide-exchange protein
TRINITY_DN8619_c0_g1_i5	mus:103976908	2.0e-22	mus:103976908 30S ribosomal protein S17, chloroplastic-like; K02961 small subunit ribosomal protein S17
TRINITY_DN8619_c0_g1_i5	mus:103976908	4.4e-09	mus:103976908 30S ribosomal protein S17, chloroplastic-like; K02961 small subunit ribosomal protein S17
TRINITY_DN12849_c1_g1_i9	vvi:100245431	6.0e-192	vvi:100245431 uncharacterized LOC100245431; K05387 glutamate receptor, ionotropic, plant
TRINITY_DN1506_c0_g1_i2	mus:103990387	0.0e+00	mus:103990387 protein RRP5 homolog; K14792 rRNA biogenesis protein RRP5
TRINITY_DN1506_c0_g1_i2	mus:103990387	2.5e-09	mus:103990387 protein RRP5 homolog; K14792 rRNA biogenesis protein RRP5
TRINITY_DN12791_c0_g1_i5	vvi:100258014	0.0e+00	vvi:100258014 phytochrome C; K12120 phytochrome A
TRINITY_DN973_c0_g1_i35	mus:103972928	2.2e-109	mus:103972928 RING finger and CHY zinc finger domain-containing protein 1-like; K10144 RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]
TRINITY_DN973_c0_g1_i35	mus:103972928	8.8e-10	mus:103972928 RING finger and CHY zinc finger domain-containing protein 1-like; K10144 RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]
TRINITY_DN8379_c0_g1_i1	rcu:RCOM_0790270	5.1e-10	rcu:RCOM_0790270 60S ribosomal protein L7a, putative; K02936 large subunit ribosomal protein L7Ae
TRINITY_DN257_c0_g2_i1	mus:103999323	2.0e-110	mus:103999323 probable aquaporin TIP2-2; K09873 aquaporin TIP
TRINITY_DN5718_c0_g1_i2	mus:103979115	0.0e+00	mus:103979115 DDB1- and CUL4-associated factor homolog 1-like isoform X1; K11789 HIV-1 Vpr-binding protein
TRINITY_DN8435_c0_g1_i3	mus:103975842	0.0e+00	mus:103975842 uncharacterized protein LOC103975842 isoform X1; K15199 general transcription factor 3C polypeptide 1
TRINITY_DN3729_c0_g1_i2	mus:103972167	0.0e+00	mus:103972167 callose synthase 10 isoform X1; K11000 callose synthase [EC:2.4.1.-]
TRINITY_DN12863_c0_g2_i1	pop:POPTR_0005s14950g	7.4e-110	pop:POPTR_0005s14950g hypothetical protein; K15078 structure-specific endonuclease subunit SLX1 [EC:3.6.1.-]
TRINITY_DN12863_c0_g2_i1	pop:POPTR_0005s14950g	4.7e-48	pop:POPTR_0005s14950g hypothetical protein; K15078 structure-specific endonuclease subunit SLX1 [EC:3.6.1.-]
TRINITY_DN1944_c0_g1_i2	sita:101767716	2.7e-80	sita:101767716 potassium channel KOR1; K04957 hyperpolarization activated cyclic nucleotide-gated potassium channel 4
TRINITY_DN5299_c0_g1_i2	mus:103985434	0.0e+00	mus:103985434 DNA-directed RNA polymerase II subunit 1; K03006 DNA-directed RNA polymerase II subunit RPB1 [EC:2.7.7.6]
TRINITY_DN5299_c0_g1_i2	mus:103985434	1.5e-06	mus:103985434 DNA-directed RNA polymerase II subunit 1; K03006 DNA-directed RNA polymerase II subunit RPB1 [EC:2.7.7.6]
TRINITY_DN715_c0_g1_i3	mus:103985457	0.0e+00	mus:103985457 mediator of RNA polymerase II transcription subunit 14-like; K15156 mediator of RNA polymerase II transcription subunit 14
TRINITY_DN4524_c0_g1_i2	mus:103969562	1.7e-308	mus:103969562 protein translocase subunit SECA1, chloroplastic; K03070 preprotein translocase subunit SecA
TRINITY_DN1001_c1_g1_i1	mus:103972188	0.0e+00	mus:103972188 26S proteasome non-ATPase regulatory subunit 2 homolog A-like; K03028 26S proteasome regulatory subunit N1
TRINITY_DN10_c0_g6_i1	gmx:100793224	3.2e-174	gmx:100793224 auxin response factor 1-like; K14486 auxin response factor
TRINITY_DN6420_c0_g1_i3	mdm:103449689	6.4e-207	mdm:103449689 uncharacterized LOC103449689; K16570 gamma-tubulin complex component 3
TRINITY_DN7449_c0_g2_i1	mus:103976617	0.0e+00	mus:103976617 myosin-6; K10357 myosin V
TRINITY_DN9970_c0_g3_i2	mus:103993936	0.0e+00	mus:103993936 G patch domain-containing protein 1 isoform X1; K13123 G patch domain-containing protein 1
TRINITY_DN22987_c0_g1_i3	mus:103992024	2.8e-303	mus:103992024 fimbrin-1-like; K17275 plastin-1
TRINITY_DN24423_c1_g1_i3	mus:103993174	0.0e+00	mus:103993174 endoribonuclease Dicer homolog 1 isoform X1; K11592 endoribonuclease Dicer [EC:3.1.26.-]
TRINITY_DN24423_c1_g1_i3	mus:103993174	1.7e-82	mus:103993174 endoribonuclease Dicer homolog 1 isoform X1; K11592 endoribonuclease Dicer [EC:3.1.26.-]
TRINITY_DN3743_c0_g1_i1	cic:CICLE_v10014035mg	6.1e-08	cic:CICLE_v10014035mg hypothetical protein; K11267 sister chromatid cohesion protein PDS5
TRINITY_DN20361_c0_g1_i3	mus:103970106	0.0e+00	mus:103970106 uncharacterized protein LOC103970106; K14311 nuclear pore complex protein Nup188
TRINITY_DN20361_c0_g1_i3	mus:103970106	1.3e-26	mus:103970106 uncharacterized protein LOC103970106; K14311 nuclear pore complex protein Nup188
TRINITY_DN7805_c0_g1_i6	mus:103971066	2.8e-77	mus:103971066 KH domain-containing protein SPIN1-like; K14945 protein quaking
TRINITY_DN7805_c0_g1_i6	mus:103971066	1.0e-42	mus:103971066 KH domain-containing protein SPIN1-like; K14945 protein quaking
TRINITY_DN14381_c0_g1_i4	mdm:103403496	2.5e-09	mdm:103403496 E3 ubiquitin-protein ligase UPL6-like; K10589 ubiquitin-protein ligase E3 C [EC:2.3.2.26]
TRINITY_DN2667_c0_g1_i9	smo:SELMODRAFT_429199	9.0e-52	smo:SELMODRAFT_429199 hypothetical protein; K12818 ATP-dependent RNA helicase DHX8/PRP22 [EC:3.6.4.13]
TRINITY_DN5340_c0_g1_i11	smo:SELMODRAFT_10835	2.7e-32	smo:SELMODRAFT_10835 hypothetical protein; K05681 ATP-binding cassette, subfamily G (WHITE), member 2
TRINITY_DN1941_c0_g1_i1	mus:103975570	0.0e+00	mus:103975570 brefeldin A-inhibited guanine nucleotide-exchange protein 5-like isoform X1; K13462 guanine nucleotide-exchange factor
TRINITY_DN10289_c0_g1_i9	pvu:PHAVU_002G134600g	2.9e-50	pvu:PHAVU_002G134600g hypothetical protein; K13806 sn1-specific diacylglycerol lipase [EC:3.1.1.-]
TRINITY_DN12257_c0_g1_i6	pda:103708191	1.3e-172	pda:103708191 mediator of RNA polymerase II transcription subunit 25; K15168 mediator of RNA polymerase II transcription subunit 25
TRINITY_DN1074_c0_g2_i3	smo:SELMODRAFT_441340	2.8e-98	smo:SELMODRAFT_441340 hypothetical protein; K01062 platelet-activating factor acetylhydrolase [EC:3.1.1.47]
TRINITY_DN2075_c1_g1_i8	mus:103971030	5.4e-158	mus:103971030 mitochondrial dicarboxylate/tricarboxylate transporter DTC-like; K15104 solute carrier family 25 (mitochondrial oxoglutarate transporter), member 11
TRINITY_DN2075_c1_g1_i8	mus:103971030	7.4e-123	mus:103971030 mitochondrial dicarboxylate/tricarboxylate transporter DTC-like; K15104 solute carrier family 25 (mitochondrial oxoglutarate transporter), member 11
TRINITY_DN1907_c0_g1_i6	mis:MICPUN_61955	1.0e-10	mis:MICPUN_61955 bromodomain-containing protein; K11721 bromodomain-containing protein 3
TRINITY_DN11868_c0_g1_i1	mus:103969698	0.0e+00	mus:103969698 uncharacterized protein LOC103969698; K10706 senataxin [EC:3.6.4.-]
TRINITY_DN17037_c0_g1_i5	mus:103989434	1.4e-89	mus:103989434 LOW QUALITY PROTEIN: disease resistance protein RPM1-like; K13457 disease resistance protein RPM1
TRINITY_DN12613_c0_g1_i9	mus:103988554	0.0e+00	mus:103988554 peroxisome biogenesis protein 6; K13339 peroxin-6
TRINITY_DN36805_c0_g1_i2	mus:103990280	4.7e-271	mus:103990280 disease resistance protein RPS2-like; K13459 disease resistance protein RPS2
TRINITY_DN23953_c0_g2_i2	pda:103722124	0.0e+00	pda:103722124 nuclear cap-binding protein subunit 1-like; K12882 nuclear cap-binding protein subunit 1
TRINITY_DN4953_c0_g2_i3	mus:103992335	0.0e+00	mus:103992335 uncharacterized protein LOC103992335; K07052 uncharacterized protein
TRINITY_DN7735_c0_g1_i18	mus:103995302	0.0e+00	mus:103995302 sucrose synthase 4-like; K00695 sucrose synthase [EC:2.4.1.13]
TRINITY_DN9214_c0_g1_i10	mus:103972748	7.3e-147	mus:103972748 putative disease resistance RPP13-like protein 1; K19613 leucine-rich repeat protein SHOC2
TRINITY_DN6388_c0_g1_i9	mus:103989714	0.0e+00	mus:103989714 uncharacterized protein LOC103989714 isoform X1; K04650 nuclear receptor co-repressor 1
TRINITY_DN4295_c0_g1_i2	mus:103978558	8.1e-231	mus:103978558 crooked neck-like protein 1; K12869 crooked neck
TRINITY_DN1205_c0_g1_i4	csv:101217339	1.4e-65	csv:101217339 uncharacterized LOC101217339; K01176 alpha-amylase [EC:3.2.1.1]
TRINITY_DN1205_c0_g1_i4	csv:101217339	4.3e-38	csv:101217339 uncharacterized LOC101217339; K01176 alpha-amylase [EC:3.2.1.1]
TRINITY_DN1205_c0_g1_i4	csv:101217339	1.3e-31	csv:101217339 uncharacterized LOC101217339; K01176 alpha-amylase [EC:3.2.1.1]
TRINITY_DN2264_c0_g1_i2	cit:102607628	9.8e-27	cit:102607628 uncharacterized LOC102607628; K17398 DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]
TRINITY_DN1414_c0_g1_i12	mtr:MTR_8g092000	1.2e-48	mtr:MTR_8g092000 Nudix hydrolase; K13648 alpha-1,4-galacturonosyltransferase [EC:2.4.1.43]
TRINITY_DN1414_c0_g1_i12	mtr:MTR_8g092000	3.6e-21	mtr:MTR_8g092000 Nudix hydrolase; K13648 alpha-1,4-galacturonosyltransferase [EC:2.4.1.43]
TRINITY_DN21556_c0_g3_i3	egu:105048294	1.5e-253	egu:105048294 myb-related protein 3R-1-like; K09420 myb proto-oncogene protein
TRINITY_DN2043_c0_g1_i3	osa:4335241	1.3e-116	osa:4335241 Os04g0236400; K02703 photosystem II P680 reaction center D1 protein
TRINITY_DN3721_c0_g1_i4	mus:103999841	0.0e+00	mus:103999841 callose synthase 12-like; K11000 callose synthase [EC:2.4.1.-]
TRINITY_DN96_c0_g1_i6	mus:103986034	3.0e-225	mus:103986034 branchpoint-bridging protein-like; K13095 splicing factor 1
TRINITY_DN2054_c0_g2_i1	mus:103995014	0.0e+00	mus:103995014 brefeldin A-inhibited guanine nucleotide-exchange protein 2-like; K18442 brefeldin A-inhibited guanine nucleotide-exchange protein
TRINITY_DN6350_c0_g1_i2	mus:103992459	0.0e+00	mus:103992459 proteasome-associated protein ECM29 homolog; K11886 proteasome component ECM29
TRINITY_DN814_c0_g1_i3	zma:100217300	9.1e-41	zma:100217300 uncharacterized LOC100217300; K14963 COMPASS component SWD3
TRINITY_DN9524_c0_g1_i6	mus:103998689	0.0e+00	mus:103998689 serine/threonine-protein kinase ATR isoform X1; K06640 serine/threonine-protein kinase ATR [EC:2.7.11.1]
TRINITY_DN9524_c0_g1_i6	mus:103998689	1.5e-165	mus:103998689 serine/threonine-protein kinase ATR isoform X1; K06640 serine/threonine-protein kinase ATR [EC:2.7.11.1]
TRINITY_DN9524_c0_g1_i6	mus:103998689	1.1e-134	mus:103998689 serine/threonine-protein kinase ATR isoform X1; K06640 serine/threonine-protein kinase ATR [EC:2.7.11.1]
TRINITY_DN47_c0_g1_i3	mdm:103414975	4.5e-48	mdm:103414975 uncharacterized LOC103414975; K02328 DNA polymerase delta subunit 2
TRINITY_DN4472_c0_g1_i6	egu:105036761	3.3e-27	egu:105036761 DEAD-box ATP-dependent RNA helicase 14-like; K12823 ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13]
TRINITY_DN3434_c0_g1_i7	zma:103635834	4.9e-164	zma:103635834 uncharacterized transmembrane protein DDB_G0289901-like; K15172 transcription elongation factor SPT5
TRINITY_DN49_c1_g2_i7	mus:103968386	0.0e+00	mus:103968386 callose synthase 7-like; K11000 callose synthase [EC:2.4.1.-]
TRINITY_DN1136_c0_g1_i6	mus:104000310	0.0e+00	mus:104000310 digalactosyldiacylglycerol synthase 1, chloroplastic-like; K09480 digalactosyldiacylglycerol synthase [EC:2.4.1.241]
TRINITY_DN6178_c0_g2_i2	egr:104425084	3.9e-52	egr:104425084 cell division cycle protein 48 homolog; K13525 transitional endoplasmic reticulum ATPase
TRINITY_DN2251_c0_g2_i5	mus:103971009	0.0e+00	mus:103971009 proteasome activator subunit 4 isoform X1; K06699 proteasome activator subunit 4
TRINITY_DN15855_c0_g4_i5	fve:101294831	2.2e-15	fve:101294831 protein CHROMATIN REMODELING 4; K11642 chromodomain-helicase-DNA-binding protein 3 [EC:3.6.4.12]
TRINITY_DN15855_c0_g4_i5	fve:101294831	2.2e-15	fve:101294831 protein CHROMATIN REMODELING 4; K11642 chromodomain-helicase-DNA-binding protein 3 [EC:3.6.4.12]
TRINITY_DN1154_c1_g2_i2	mus:103971553	0.0e+00	mus:103971553 transcription elongation factor SPT6-like isoform X1; K11292 transcription elongation factor SPT6
